;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Manu;Evie;tech;tech_gain_passive;tech_at_join;tech_gain_bid
21;22;6;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;5;818;-3;935;-2;923;879;5.0;1.0;5.0;0.0
22;23;7;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];24;0;813;-3;949;-2;911;869;5.0;0.0;6.0;1.0
23;24;6;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];11;11;808;-3;939;-2;900;870;6.0;0.0;6.0;
24;25;11;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];20;16;787;-3;949;-2;895;860;9.0;3.0;9.0;
25;26;16;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher'];23;3;766;-3;962;-2;890;855;15.0;6.0;15.0;
26;27;3;['SpongeBob'];1;Mission failure;['AlwaysLauncher', 'Evie'];7;8;758;-3;952;-2;885;845;25.0;10.0;25.0;
27;28;8;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];24;44;764;-3;942;-2;880;835;28.0;3.0;;
28;29;44;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];76;4;715;-3;932;-2;946;825;9.0;9.0;10.0;1.0
29;30;7;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];12;2;710;-3;922;-2;934;827;16.0;6.0;21.0;5.0
30;31;6;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];16;6;705;-3;928;-2;923;817;24.0;3.0;24.0;
31;32;6;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;6;705;-3;918;-2;918;807;25.0;1.0;25.0;
32;33;6;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];16;7;694;-3;924;-2;913;797;27.0;2.0;27.0;
33;34;7;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];41;2;718;-3;914;-2;908;787;27.0;0.0;27.0;
34;35;2;['SpongeBob', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];42;9;711;-3;904;-2;903;817;32.0;5.0;32.0;
35;36;9;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];25;8;697;-3;919;-2;898;807;32.0;0.0;32.0;
36;37;8;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];13;10;692;-3;909;-2;893;797;34.0;2.0;34.0;
37;38;10;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];21;3;677;-3;899;-2;904;787;9.0;9.0;17.0;8.0
38;39;4;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];22;20;689;-3;889;-2;895;777;23.0;6.0;;
39;40;20;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu'];30;1;664;-3;879;-2;915;772;1.0;1.0;11.0;10.0
40;41;6;['Manu'];1;AlwaysLauncher;['AlwaysLauncher'];9;11;659;-3;878;-2;904;767;12.0;1.0;12.0;
41;42;11;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];25;0;663;-3;868;-2;899;757;15.0;3.0;16.0;1.0
42;43;8;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];33;33;658;-3;858;-2;886;780;24.0;8.0;;
43;44;33;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];74;4;620;-3;848;-2;950;770;8.0;8.0;10.0;2.0
44;45;10;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];23;6;633;-3;838;-2;935;760;14.0;4.0;16.0;2.0
45;46;9;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];18;18;628;-3;828;-2;921;768;20.0;4.0;20.0;
46;47;18;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];38;1;605;-3;818;-2;949;758;10.0;10.0;20.0;10.0
47;48;4;['Manu'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];10;4;595;-3;818;-2;940;748;20.0;0.0;20.0;
48;49;4;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];15;9;581;-3;808;-2;935;753;27.0;7.0;;
49;50;9;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];19;1;562;-3;798;-2;944;743;1.0;1.0;7.0;6.0
50;51;9;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];6;14;557;-3;794;-2;930;733;9.0;2.0;9.0;
51;52;14;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];24;2;557;-3;784;-2;925;728;9.0;0.0;9.0;0.0
52;53;11;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];25;6;552;-3;774;-2;909;743;9.0;0.0;9.0;
53;54;6;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];22;6;558;-3;764;-2;904;733;15.0;6.0;15.0;
54;55;6;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];16;6;547;-3;754;-2;899;739;20.0;5.0;20.0;
55;56;6;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];14;1;531;-3;744;-2;894;743;21.0;1.0;21.0;
56;57;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];12;4;526;-3;734;-2;889;743;25.0;4.0;25.0;
57;58;4;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];24;1;536;-3;724;-2;884;733;25.0;0.0;25.0;
58;59;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];89;7;531;-3;714;-2;879;810;32.0;7.0;32.0;
59;60;7;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];28;1;542;-3;704;-2;874;800;35.0;3.0;35.0;
60;61;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];9;6;537;-3;694;-2;869;797;41.0;6.0;41.0;
61;62;6;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];54;23;575;-3;684;-2;864;787;47.0;6.0;;
62;63;23;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];36;15;542;-3;710;-2;854;777;2.0;2.0;2.0;
63;64;15;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];40;7;522;-3;740;-2;849;767;3.0;1.0;8.0;5.0
64;65;10;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;3;528;-3;730;-2;834;757;11.0;3.0;19.0;8.0
65;66;9;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];12;11;523;-3;732;-2;820;747;24.0;5.0;24.0;
66;67;11;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];30;2;507;-3;722;-2;840;737;4.0;4.0;12.0;8.0
67;68;4;['Manu'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];24;8;497;-3;712;-2;831;751;17.0;5.0;17.0;
68;69;8;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];22;3;484;-3;702;-2;843;741;10.0;10.0;20.0;10.0
69;70;6;['Manu'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];10;48;474;-3;692;-2;832;741;20.0;0.0;;
70;71;48;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];64;0;421;-3;682;-2;886;731;0.0;0.0;4.0;4.0
71;72;8;['Manu'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];8;6;411;-3;672;-2;873;729;10.0;6.0;11.0;1.0
72;73;7;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];13;29;406;-3;662;-2;861;732;18.0;7.0;;
73;74;29;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];48;25;372;-3;652;-2;899;722;3.0;3.0;3.0;
74;75;25;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];36;4;337;-3;642;-2;894;748;12.0;9.0;14.0;2.0
75;76;12;['Manu'];1;AlwaysLauncher;['AlwaysLauncher'];11;16;332;-3;643;-2;877;743;14.0;0.0;14.0;
76;77;16;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];21;19;327;-3;633;-2;872;733;18.0;4.0;18.0;
77;78;19;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];34;6;303;-3;657;-2;862;723;0.0;0.0;0.0;
78;79;6;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];17;7;304;-3;647;-2;857;718;9.0;9.0;15.0;6.0
79;80;7;['SpongeBob', 'Manu'];1;AlwaysLauncher;['AlwaysLauncher'];14;15;292;-3;651;-2;845;713;22.0;7.0;22.0;
80;81;15;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];42;8;309;-3;641;-2;835;703;0.0;0.0;3.0;3.0
81;82;11;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];22;11;304;-3;653;-2;819;693;13.0;10.0;13.0;
82;83;11;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher'];18;10;288;-3;661;-2;814;688;21.0;8.0;25.0;4.0
83;84;13;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];21;8;299;-3;651;-2;796;683;31.0;6.0;31.0;
84;85;8;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu'];66;9;286;-3;641;-2;852;678;6.0;6.0;6.0;
85;86;9;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];20;4;287;-3;631;-2;847;668;10.0;4.0;18.0;8.0
86;87;7;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];93;5;282;-3;621;-2;835;751;24.0;6.0;27.0;3.0
87;88;6;['Manu'];1;Manu;['AlwaysLauncher', 'Manu'];15;11;277;-3;611;-2;834;746;2.0;2.0;2.0;
88;89;11;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];43;1;299;-3;601;-2;829;736;12.0;10.0;16.0;4.0
89;90;8;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];8;17;294;-3;591;-2;816;734;20.0;4.0;;
90;91;17;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];55;3;267;-3;636;-2;806;724;0.0;0.0;10.0;10.0
91;92;10;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];14;4;262;-3;640;-2;791;714;19.0;9.0;24.0;5.0
92;93;9;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];9;3;257;-3;639;-2;777;704;32.0;8.0;32.0;
93;94;3;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher'];11;1;249;-3;640;-2;772;699;35.0;3.0;35.0;
94;95;2;['Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];40;2;279;-3;630;-2;767;687;39.0;4.0;39.0;
95;96;2;['SpongeBob', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher'];32;2;272;-3;652;-2;762;680;48.0;9.0;48.0;
96;97;2;['SpongeBob', 'Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];25;8;285;-3;642;-2;757;668;50.0;2.0;;
97;98;8;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];24;5;272;-3;632;-2;771;658;6.0;6.0;16.0;10.0
98;99;7;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];13;11;275;-3;622;-2;759;648;16.0;0.0;16.0;
99;100;11;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];19;5;259;-3;612;-2;768;638;6.0;6.0;15.0;9.0
100;101;9;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];20;2;269;-3;602;-2;754;628;22.0;7.0;31.0;9.0
101;102;8;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];13;7;264;-3;592;-2;749;618;2.0;2.0;12.0;10.0
102;103;7;['SpongeBob', 'Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];30;5;277;-3;582;-2;737;608;15.0;3.0;24.0;9.0
103;104;8;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];32;12;272;-3;572;-2;751;598;9.0;9.0;9.0;
104;105;12;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];24;10;250;-3;586;-2;746;588;11.0;2.0;20.0;9.0
105;106;10;['SpongeBob', 'Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];18;6;235;-3;576;-2;744;578;8.0;8.0;14.0;6.0
106;107;11;['Manu'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];13;4;225;-3;566;-2;728;581;22.0;8.0;30.0;8.0
107;108;10;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];46;64;220;-3;556;-2;754;571;5.0;5.0;5.0;
108;109;64;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];136;26;282;-3;546;-2;749;561;12.0;7.0;;
109;110;26;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];41;0;251;-3;536;-2;780;551;8.0;8.0;8.0;0.0
110;111;15;['Manu'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];39;9;241;-3;526;-2;760;580;8.0;0.0;10.0;2.0
111;112;14;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];22;9;236;-3;516;-2;741;592;19.0;9.0;19.0;
112;113;9;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];16;0;222;-3;522;-2;736;582;26.0;7.0;26.0;
113;114;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];11;2;217;-3;512;-2;731;581;26.0;0.0;26.0;
114;115;2;['SpongeBob', 'Evie'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];15;3;205;-3;502;-2;726;584;29.0;3.0;29.0;
115;116;3;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];10;59;197;-3;492;-2;721;584;32.0;3.0;;
116;117;59;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];94;1;128;-3;482;-2;805;574;4.0;4.0;4.0;0.0
117;118;7;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];15;13;123;-3;487;-2;793;564;13.0;9.0;13.0;
118;119;13;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];22;9;105;-3;499;-2;788;554;21.0;8.0;29.0;8.0
119;120;9;['SpongeBob', 'Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];50;11;136;-3;489;-2;769;544;2.0;2.0;2.0;
120;121;11;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];17;8;120;-3;479;-2;764;551;12.0;10.0;12.0;0.0
121;122;13;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];19;11;129;-3;469;-2;746;541;19.0;7.0;19.0;
122;123;11;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];52;4;113;-3;459;-2;788;531;5.0;5.0;10.0;5.0
123;124;4;['SpongeBob', 'Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];15;2;114;-3;449;-2;779;526;16.0;6.0;23.0;7.0
124;125;5;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];6;20;109;-3;439;-2;769;522;33.0;10.0;;
125;126;20;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];35;4;84;-3;429;-2;794;512;10.0;10.0;13.0;3.0
126;127;7;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];14;54;88;-3;419;-2;782;502;20.0;7.0;;
127;128;54;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];66;5;29;-3;475;-2;772;492;7.0;7.0;15.0;8.0
128;129;9;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];21;11;24;-3;465;-2;758;503;21.0;6.0;21.0;
129;130;11;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];66;8;3;-3;455;-2;814;493;4.0;4.0;11.0;7.0
130;131;11;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];18;2;-2;-3;463;-2;798;483;21.0;10.0;25.0;4.0
131;132;10;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];16;2;-2;-3;469;-2;778;473;4.0;4.0;10.0;6.0
132;133;9;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];49;13;-2;-3;508;-2;764;463;18.0;8.0;;
133;134;6;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];32;3;-2;-3;498;-2;780;453;1.0;1.0;3.0;2.0
134;135;4;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];8;18;-2;-3;488;-2;771;451;10.0;7.0;16.0;6.0
135;136;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];32;15;-2;-3;478;-2;790;441;3.0;3.0;12.0;9.0
136;137;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];26;7;-2;-3;468;-2;804;429;2.0;2.0;;
137;137;2;['Evie'];2;Manu;['AlwaysLauncher', 'Manu', 'Evie'];26;7;-2;-3;468;-2;804;427;;;2.0;0.0
138;137;4;['Manu'];3;Manu;['AlwaysLauncher', 'Manu', 'Evie'];26;7;-2;-3;468;-2;800;427;;;12.0;10.0
139;138;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu'];13;1;-2;-3;458;-2;800;422;0.0;0.0;6.0;6.0
140;139;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];17;79;-2;-3;448;-2;793;427;10.0;4.0;;
141;140;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];99;6;-2;-3;537;-2;780;417;10.0;10.0;16.0;6.0
142;141;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu'];22;20;-2;-3;527;-2;790;410;4.0;4.0;11.0;7.0
143;142;3;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];61;22;-2;-3;517;-2;777;461;3.0;3.0;11.0;8.0
144;143;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];40;4;-2;-3;507;-2;805;449;5.0;5.0;9.0;4.0
145;144;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];10;6;-2;-3;507;-2;797;439;9.0;0.0;9.0;0.0
146;145;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher'];12;16;-2;-3;509;-2;790;432;11.0;2.0;15.0;4.0
147;146;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];37;4;-2;-3;499;-2;782;459;24.0;9.0;24.0;
148;147;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];19;13;-2;-3;489;-2;777;466;33.0;9.0;;
149;148;4;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];27;8;-2;-3;479;-2;790;456;1.0;1.0;2.0;1.0
150;149;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];22;3;-2;-3;469;-2;782;468;6.0;4.0;13.0;7.0
151;150;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];16;2;-2;-3;475;-2;775;456;18.0;5.0;28.0;10.0
152;151;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];32;2;-2;-3;465;-2;767;478;34.0;6.0;34.0;
153;152;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];11;13;-2;-3;455;-2;762;477;43.0;9.0;;
154;153;4;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];28;2;-2;-3;445;-2;776;467;8.0;8.0;17.0;9.0
155;154;3;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];9;9;-2;-3;435;-2;763;466;4.0;4.0;10.0;6.0
156;155;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];16;9;-2;-3;425;-2;756;470;16.0;6.0;26.0;10.0
157;156;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu'];17;13;-2;-3;415;-2;760;465;8.0;8.0;11.0;3.0
158;157;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];31;1;-2;-3;405;-2;753;484;18.0;7.0;24.0;6.0
159;158;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];12;7;-2;-3;407;-2;745;474;34.0;10.0;;
160;159;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];38;1;-2;-3;397;-2;771;462;3.0;3.0;3.0;0.0
161;160;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];7;9;-2;-3;387;-2;763;459;12.0;9.0;19.0;7.0
162;161;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu'];16;4;-2;-3;377;-2;767;452;4.0;4.0;14.0;10.0
163;162;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];9;2;-2;-3;376;-2;759;442;14.0;0.0;14.0;0.0
164;163;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];19;12;-2;-3;385;-2;752;430;22.0;8.0;;
165;164;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];21;4;-2;-3;396;-2;739;420;9.0;9.0;18.0;9.0
166;165;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];19;34;-2;-3;386;-2;746;408;9.0;9.0;;
167;166;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];46;11;-2;-3;376;-2;779;398;10.0;10.0;;
168;167;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu'];22;8;-2;-3;366;-2;789;391;9.0;9.0;16.0;7.0
169;168;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];37;6;-2;-3;393;-2;776;381;7.0;7.0;13.0;6.0
170;169;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];27;46;-2;-3;383;-2;791;369;5.0;5.0;;
171;170;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];68;16;-2;-3;373;-2;846;359;4.0;4.0;4.0;0.0
172;171;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];22;8;-2;-3;363;-2;839;369;5.0;1.0;14.0;9.0
173;172;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];15;26;-2;-3;353;-2;841;359;2.0;2.0;10.0;8.0
174;173;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];33;0;-2;-3;343;-2;829;380;7.0;7.0;12.0;5.0
175;174;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher'];6;3;-2;-3;339;-2;821;375;21.0;9.0;23.0;2.0
