;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Manu;Evie;tech;tech_gain_passive;tech_at_join;tech_gain_bid
188;189;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];96;13;-4;-10;273;-7;629;603;4.0;4.0;9.0;5.0
189;190;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];31;5;-4;-10;263;-7;622;622;16.0;7.0;23.0;7.0
190;191;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];17;29;-4;-10;253;-7;626;612;2.0;2.0;7.0;5.0
191;192;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];58;5;-4;-10;243;-7;614;658;1.0;1.0;5.0;4.0
192;193;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];10;22;-4;-10;233;-7;606;658;15.0;10.0;;
193;194;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];55;6;-4;-10;223;-7;594;701;5.0;5.0;15.0;10.0
194;195;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];12;19;-4;-10;213;-7;593;691;2.0;2.0;4.0;2.0
195;196;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];37;4;-4;-10;203;-7;586;716;5.0;1.0;14.0;9.0
196;197;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];11;8;-4;-10;193;-7;578;717;23.0;9.0;27.0;4.0
197;198;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];26;17;-4;-10;183;-7;592;705;2.0;2.0;10.0;8.0
198;199;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];30;9;-4;-10;173;-7;609;695;9.0;9.0;;
199;199;2;['Manu', 'Evie'];2;Manu;['AlwaysLauncher', 'Manu', 'Evie'];30;9;-4;-10;173;-7;607;693;;;16.0;7.0
200;200;3;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];16;3;-4;-10;163;-7;594;699;7.0;7.0;16.0;9.0
201;201;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];16;2;-4;-10;169;-7;587;687;17.0;1.0;26.0;9.0
202;201;3;['Manu'];;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];13;2;-4;-10;177;-7;579;682;;;;
