;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Manu;Evie;tech;tech_gain_passive;tech_at_join;tech_gain_bid
175;168;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];14;22;-10;-9;284;-10;567;692;15.0;6.0;17.0;2.0
176;169;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];61;9;-10;-9;274;-10;616;680;6.0;6.0;12.0;6.0
177;170;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];16;7;-10;-9;264;-10;619;670;0.0;0.0;8.0;8.0
178;171;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];20;7;-10;-9;254;-10;612;678;10.0;2.0;16.0;6.0
179;172;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];14;7;-10;-9;244;-10;613;668;10.0;10.0;13.0;3.0
180;173;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu'];16;36;-10;-9;234;-10;617;661;6.0;6.0;12.0;6.0
181;174;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];43;2;-10;-9;224;-10;647;651;0.0;0.0;2.0;2.0
182;175;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];22;52;-10;-9;236;-10;640;639;8.0;6.0;;
183;176;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];62;5;-10;-9;226;-10;689;629;0.0;0.0;0.0;0.0
184;177;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];74;7;-10;-9;216;-10;682;691;10.0;10.0;15.0;5.0
185;178;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];20;12;-10;-9;206;-10;689;681;5.0;5.0;12.0;7.0
186;179;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];20;2;-10;-9;196;-10;697;669;1.0;1.0;7.0;6.0
187;180;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];14;2;-10;-9;200;-10;689;659;9.0;2.0;11.0;2.0
188;181;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];11;13;-10;-9;190;-10;682;658;13.0;2.0;20.0;7.0
189;182;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];25;28;-10;-9;180;-10;694;648;8.0;8.0;;
190;183;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu'];34;23;-10;-9;170;-10;716;641;1.0;1.0;11.0;10.0
191;184;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];32;41;-10;-9;160;-10;735;631;0.0;0.0;9.0;9.0
192;185;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];52;6;-10;-9;202;-10;723;619;3.0;3.0;13.0;10.0
193;186;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];25;7;-10;-9;192;-10;735;609;4.0;4.0;13.0;9.0
194;187;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];26;11;-10;-9;208;-10;723;597;3.0;3.0;5.0;2.0
195;188;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];19;8;-10;-9;198;-10;715;606;13.0;8.0;23.0;10.0
196;189;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];30;3;-10;-9;188;-10;733;594;3.0;3.0;11.0;8.0
197;190;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher'];7;4;-10;-9;185;-10;725;589;18.0;7.0;19.0;1.0
198;191;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];8;1;-10;-9;175;-10;718;585;26.0;7.0;28.0;2.0
199;192;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];9;9;-10;-9;165;-10;710;584;33.0;5.0;;
200;193;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];22;33;-10;-9;155;-10;698;594;3.0;3.0;6.0;3.0
201;194;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];53;9;-10;-9;198;-10;685;584;10.0;10.0;;
202;195;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];21;8;-10;-9;188;-10;673;593;9.0;9.0;15.0;6.0
203;196;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];22;15;-10;-9;178;-10;682;583;8.0;8.0;;
204;197;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];45;4;-10;-9;168;-10;670;616;6.0;6.0;16.0;10.0
205;198;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];21;5;-10;-9;158;-10;678;606;7.0;7.0;8.0;1.0
206;199;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];13;22;-10;-9;148;-10;671;607;9.0;1.0;14.0;5.0
207;200;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];44;34;-10;-9;138;-10;702;597;8.0;8.0;;
208;201;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];40;1;-10;-9;128;-10;730;585;9.0;9.0;10.0;1.0
209;201;3;['Manu'];;Evie;['AlwaysLauncher', 'Evie'];7;1;-10;-9;123;-10;727;587;;;;
