;date;passive_tech;bid_tech;base_reward_mean;base_reward_variance;base_reward_location;mining_payoff_mean;mining_payoff_variance;mining_payoff_location;t_stat;critical_value;p_value
0;20210522_110105;(0.0, 10.0);(0.0, 10.0);1.9778653897031744;0.9705131920263496;-0.6110102915439437;2.997753786509252;0.6686144831956349;1.924388208933282;0.8888196767283237;1.646845304333647;0.3743790233109831
1;20210522_155708;(0.0, 10.0);(0.0, 10.0);1.9850220750596004;0.972213120869878;-0.6166125672967344;3.008020837177533;0.6674977655098946;1.8553764061487736;0.0;0.0;0.0
2;20210621_000320;(0.0, 10.0);(0.0, 10.0);1.964023170852213;0.9875282624659154;-0.6068171581241282;2.8779592772873346;0.7291234813781639;3.980823377407605;0.3783134990315209;1.644920602670991;0.7052012481354619
