;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;9;995;995;995;995;995;995;995;995;10.0;10.0;10.0;
1;2;9;['SpongeBob'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];17;10;981;985;1002;985;985;990;990;990;15.0;5.0;15.0;
2;3;18;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];19;17;990;975;992;957;975;985;985;985;18.0;3.0;18.0;
3;4;36;['AggressiveLauncher'];1;Sample2;['PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];31;2;985;965;982;916;965;975;980;1006;9.0;9.0;9.0;
4;5;72;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];10;5;985;955;972;834;955;970;975;1001;14.0;5.0;14.0;
5;6;144;['AggressiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];15;2;980;945;977;680;945;965;970;996;14.0;0.0;14.0;
6;7;288;['AggressiveLauncher'];1;Evie;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];14;15;970;935;967;387;949;960;965;991;23.0;9.0;23.0;
7;8;387;['AggressiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];27;4;965;925;984;-10;939;955;960;986;26.0;3.0;26.0;
8;9;348;['PassiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];13;18;960;567;987;-10;929;950;955;981;36.0;10.0;36.0;
9;10;313;['PassiveLauncher'];1;Manu;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu'];63;7;950;244;977;-10;919;1003;950;976;9.0;9.0;9.0;
10;11;244;['PassiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];25;21;945;-10;967;-10;934;998;945;971;13.0;4.0;13.0;
11;12;21;['SpongeBob'];1;Mission failure;['AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];39;1;919;-10;957;-10;924;993;935;961;19.0;6.0;19.0;
12;13;4;['Sample1', 'Sample2'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];7;3;916;-10;947;-10;919;988;926;952;20.0;1.0;20.0;
13;14;3;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];47;1;908;-10;984;-10;909;983;921;947;22.0;2.0;22.0;
