;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;22;995;995;995;995;995;995;995;995;2.0;2.0;2.0;
1;2;22;['SpongeBob'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];38;71;968;1023;985;985;985;990;990;990;3.0;1.0;3.0;
2;3;71;['SpongeBob'];1;Evie;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Sample2'];80;3;887;1013;975;975;1055;985;985;980;3.0;0.0;3.0;
3;4;142;['AggressiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];14;18;882;1003;965;823;1059;980;980;975;11.0;8.0;11.0;
4;5;284;['AggressiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];76;8;877;993;955;534;1125;975;975;970;16.0;5.0;16.0;
5;6;534;['AggressiveLauncher'];1;AggressiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];46;4;867;983;945;36;1115;970;970;965;24.0;8.0;24.0;
6;7;481;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];16;17;862;508;935;26;1105;965;965;960;28.0;4.0;28.0;
7;8;433;['PassiveLauncher'];1;Manu;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu'];31;8;857;65;925;16;1095;986;960;955;10.0;10.0;10.0;
8;9;65;['PassiveLauncher'];1;Evie;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];19;14;847;-10;915;6;1104;981;955;950;18.0;8.0;18.0;
9;10;14;['SpongeBob'];1;Sample2;['SpongeBob', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Sample1', 'Sample2'];47;8;823;-10;905;-4;1094;976;945;987;23.0;5.0;23.0;
10;11;8;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu'];18;16;810;-10;913;-4;1089;966;940;982;10.0;10.0;10.0;
11;12;16;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample2'];37;5;821;-10;903;-4;1079;961;935;972;20.0;10.0;20.0;
12;13;10;['Sample2'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu'];14;6;816;-10;893;-4;1069;965;930;957;5.0;5.0;5.0;
13;14;6;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];14;5;814;-10;883;-4;1059;960;925;952;8.0;3.0;8.0;
14;15;5;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];12;29;804;-10;885;-4;1049;955;920;947;15.0;7.0;15.0;
15;16;29;['SpongeBob'];1;Sample1;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1'];43;5;765;-10;875;-4;1039;950;953;942;16.0;1.0;16.0;
16;17;5;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];19;7;755;-10;884;-4;1029;945;948;937;18.0;2.0;18.0;
17;18;7;['SpongeBob', 'Sample1'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];24;8;762;-10;874;-4;1019;940;936;932;23.0;5.0;23.0;
