;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;11;995;995;995;995;995;995;995;995;4.0;4.0;4.0;
1;2;11;['SpongeBob'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];22;4;979;985;985;985;1007;990;990;990;6.0;2.0;6.0;
2;3;22;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];66;4;1035;975;975;953;997;985;985;985;7.0;1.0;7.0;
3;4;44;['AggressiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];24;2;1030;965;989;899;987;980;980;980;7.0;0.0;7.0;
4;5;88;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];8;6;1025;955;979;809;977;975;975;975;9.0;2.0;9.0;
5;6;176;['AggressiveLauncher'];1;AggressiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];14;2;1015;945;969;637;967;970;970;970;10.0;1.0;10.0;
6;7;352;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];11;24;1010;935;959;286;957;965;965;965;10.0;0.0;10.0;
7;8;317;['PassiveLauncher'];1;AggressiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Sample1', 'Sample2'];56;1;1000;608;949;332;947;960;955;955;18.0;8.0;18.0;
8;9;332;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];12;23;995;598;939;2;937;955;950;950;18.0;0.0;18.0;
9;10;299;['PassiveLauncher'];1;Manu;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu'];54;20;990;289;929;-8;927;999;945;945;7.0;7.0;7.0;
10;11;269;['PassiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];31;24;1011;10;919;-8;917;994;935;935;8.0;1.0;8.0;
11;12;24;['SpongeBob'];1;Manu;['PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu'];32;9;982;0;909;-8;907;1016;930;930;2.0;2.0;2.0;
12;13;16;['Sample1'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];39;4;1011;-10;899;-8;897;1011;909;925;8.0;6.0;8.0;
13;14;4;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];55;33;997;-10;944;-8;887;1006;904;920;13.0;5.0;13.0;
14;15;33;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Manu', 'Sample1', 'Sample2'];52;6;959;-10;934;-8;882;996;946;910;10.0;10.0;10.0;
15;16;6;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];15;13;958;-10;924;-8;872;991;941;905;14.0;4.0;14.0;
16;17;13;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie', 'Manu'];23;30;940;-10;937;-8;862;981;936;900;10.0;10.0;10.0;
17;18;30;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];38;15;905;-10;927;-8;852;976;926;928;14.0;4.0;14.0;
18;19;15;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu'];30;2;880;-10;947;-8;842;966;921;923;10.0;10.0;10.0;
19;20;16;['Sample1'];1;Evie;['AlwaysLauncher', 'Evie'];32;12;875;-10;937;-8;864;961;900;918;19.0;9.0;19.0;
20;21;12;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Manu'];23;4;853;-10;927;-8;859;974;895;913;8.0;8.0;8.0;
21;22;4;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];11;3;844;-10;928;-8;849;969;890;908;12.0;4.0;12.0;
22;23;3;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;4;831;-10;918;-8;855;964;885;903;16.0;4.0;16.0;
23;24;4;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];13;6;822;-10;908;-8;858;959;880;898;17.0;1.0;17.0;
24;25;6;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];18;13;824;-10;898;-8;848;954;875;893;18.0;1.0;18.0;
25;26;13;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];29;5;830;-10;888;-8;838;949;865;883;25.0;7.0;25.0;
26;27;5;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu'];22;5;820;-10;878;-8;828;961;860;878;10.0;10.0;10.0;
27;28;7;['Sample1'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1'];20;6;815;-10;868;-8;818;956;863;873;12.0;2.0;12.0;
28;29;6;['SpongeBob', 'Sample1'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];31;7;799;-10;889;-8;808;951;852;868;15.0;3.0;15.0;
29;30;7;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];20;63;787;-10;899;-8;798;946;847;863;16.0;1.0;16.0;
30;31;63;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];85;14;714;-10;974;-8;788;936;837;853;0.0;0.0;0.0;
31;32;14;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];24;4;695;-10;988;-8;778;931;832;848;10.0;10.0;10.0;
32;33;10;['Sample1'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];30;10;715;-10;978;-8;768;926;817;843;10.0;0.0;10.0;
33;34;10;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];41;16;695;-10;968;-8;799;921;807;833;12.0;2.0;12.0;
34;35;16;['SpongeBob'];1;Mission failure;['AlwaysLauncher', 'Evie', 'Manu'];42;13;674;-10;958;-8;789;911;802;828;0.0;0.0;0.0;
35;36;13;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];28;28;651;-10;976;-8;779;906;797;823;6.0;6.0;6.0;
36;37;28;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1'];51;5;618;-10;966;-8;769;901;838;818;7.0;1.0;7.0;
37;38;13;['Sample1'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];12;10;620;-10;956;-8;759;896;820;813;14.0;7.0;14.0;
38;39;10;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];27;3;627;-10;946;-8;749;891;815;808;23.0;9.0;23.0;
39;40;3;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];10;7;619;-10;936;-8;749;886;810;803;24.0;1.0;24.0;
40;41;7;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];38;11;640;-10;926;-8;744;881;805;798;33.0;9.0;33.0;
41;42;11;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu'];21;1;624;-10;916;-8;734;892;800;793;5.0;5.0;5.0;
42;43;2;['Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];9;19;623;-10;906;-8;722;887;795;788;12.0;7.0;12.0;
43;44;19;['SpongeBob'];1;Mission failure;['AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];39;7;599;-10;896;-8;712;882;785;778;13.0;1.0;13.0;
44;45;7;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];42;2;624;-10;886;-8;702;877;780;773;21.0;8.0;21.0;
45;46;7;['Sample1'];1;Evie;['AlwaysLauncher', 'Evie'];15;6;619;-10;876;-8;707;872;768;768;23.0;2.0;23.0;
46;47;6;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];31;15;634;-10;866;-8;697;867;763;763;26.0;3.0;26.0;
