;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;3;995;995;995;995;995;995;995;995;8.0;8.0;8.0;
1;2;5;['Sample1'];1;Mission failure;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];7;5;990;985;985;985;985;990;985;990;16.0;8.0;16.0;
2;3;10;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];17;7;985;975;975;982;975;985;980;985;23.0;7.0;23.0;
3;4;20;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];18;5;980;965;965;970;965;980;975;980;33.0;10.0;33.0;
4;5;40;['AggressiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];30;5;975;955;955;920;985;975;970;975;38.0;5.0;38.0;
5;6;80;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher'];32;0;997;945;945;830;980;970;965;970;44.0;6.0;44.0;
6;7;160;['AggressiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];22;4;992;957;935;660;970;965;960;965;52.0;8.0;52.0;
7;8;320;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];42;15;987;947;925;372;960;960;955;960;62.0;10.0;62.0;
8;9;372;['AggressiveLauncher'];1;Manu;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu'];56;4;977;937;915;-10;950;1006;950;955;0.0;0.0;0.0;
9;10;335;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];54;1;972;646;905;-10;940;1001;945;950;1.0;1.0;1.0;
10;11;302;['PassiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];16;4;967;334;911;-10;930;996;940;945;4.0;3.0;4.0;
11;12;272;['PassiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];25;9;962;52;901;-10;945;991;935;940;5.0;1.0;5.0;
12;13;52;['PassiveLauncher'];1;AlwaysLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];24;2;952;-10;915;-10;935;986;930;935;12.0;7.0;12.0;
13;14;2;['SpongeBob', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];5;48;945;-10;905;-10;928;981;925;930;15.0;3.0;15.0;
14;15;48;['SpongeBob'];1;Sample1;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];65;13;887;-10;895;-10;918;976;980;920;18.0;3.0;18.0;
15;16;13;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu'];83;25;869;-10;885;-10;908;1049;975;915;3.0;3.0;3.0;
16;17;25;['SpongeBob'];1;Sample1;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];37;6;834;-10;875;-10;898;1044;1002;905;3.0;0.0;3.0;
17;18;10;['Sample1', 'Sample2'];1;Mission failure;['AlwaysLauncher', 'Evie'];27;29;829;-10;865;-10;888;1039;987;890;5.0;2.0;5.0;
18;19;29;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Sample2'];43;7;795;-10;855;-10;878;1034;982;923;15.0;10.0;15.0;
19;20;7;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];27;6;778;-10;872;-10;868;1029;977;918;18.0;3.0;18.0;
20;21;6;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];18;4;767;-10;880;-10;858;1024;972;913;25.0;7.0;25.0;
21;22;4;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];11;26;764;-10;870;-10;848;1019;967;908;32.0;7.0;32.0;
22;23;26;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu'];38;11;733;-10;860;-10;843;1047;962;903;5.0;5.0;5.0;
23;24;11;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];22;12;734;-10;850;-10;833;1042;957;898;11.0;6.0;11.0;
24;25;12;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];20;19;717;-10;860;-10;823;1037;952;893;18.0;7.0;18.0;
25;26;19;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];50;4;738;-10;850;-10;813;1032;942;883;20.0;2.0;20.0;
26;27;4;['SpongeBob', 'Sample1', 'Sample2'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];7;19;729;-10;847;-10;803;1027;933;874;26.0;6.0;26.0;
27;28;19;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu'];31;3;731;-10;837;-10;793;1017;928;869;5.0;5.0;5.0;
28;29;3;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher'];8;21;723;-10;835;-10;788;1012;923;864;10.0;5.0;10.0;
29;30;21;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Sample2'];32;85;697;-10;825;-10;778;1007;918;886;17.0;7.0;;
30;31;85;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];101;78;602;-10;815;-10;869;997;908;881;2.0;2.0;2.0;
31;32;78;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Sample2'];86;3;519;-10;805;-10;859;992;903;957;9.0;7.0;9.0;
32;33;10;['Sample1', 'Sample2'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];13;2;509;-10;808;-10;849;987;888;942;12.0;3.0;12.0;
33;34;2;['SpongeBob', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];22;7;502;-10;798;-10;859;982;883;937;14.0;2.0;14.0;
34;35;7;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];31;8;516;-10;788;-10;849;977;878;932;23.0;9.0;23.0;
35;36;8;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];19;4;503;-10;778;-10;858;972;873;927;26.0;3.0;26.0;
36;37;4;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];19;8;508;-10;768;-10;848;967;868;922;31.0;5.0;31.0;
37;38;8;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];14;8;495;-10;772;-10;838;962;863;917;36.0;5.0;36.0;
38;39;8;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;7;493;-10;762;-10;828;957;858;912;42.0;6.0;42.0;
39;40;7;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];11;4;481;-10;752;-10;829;952;853;907;43.0;1.0;43.0;
40;41;4;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];11;9;478;-10;742;-10;819;947;848;902;43.0;0.0;43.0;
41;42;9;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];43;30;464;-10;775;-10;809;942;843;897;52.0;9.0;52.0;
42;43;30;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];51;8;424;-10;765;-10;799;983;833;887;10.0;10.0;10.0;
43;44;8;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];13;4;411;-10;768;-10;789;978;828;882;18.0;8.0;18.0;
44;45;7;['Sample1'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];17;21;418;-10;758;-10;779;973;816;877;21.0;3.0;21.0;
45;46;21;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];39;14;392;-10;748;-10;769;963;806;906;6.0;6.0;6.0;
46;47;14;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];23;2;373;-10;761;-10;759;958;801;901;8.0;2.0;8.0;
47;48;7;['Sample1'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];40;4;363;-10;751;-10;789;953;789;896;10.0;2.0;10.0;
48;49;4;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];12;14;354;-10;753;-10;779;948;784;891;19.0;9.0;19.0;
49;50;14;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];34;6;364;-10;743;-10;774;943;779;886;29.0;10.0;29.0;
50;51;6;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];13;5;353;-10;733;-10;777;938;774;881;30.0;1.0;30.0;
51;52;5;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];12;42;338;-10;723;-10;779;933;769;876;30.0;0.0;30.0;
52;53;42;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];56;2;291;-10;713;-10;769;923;815;866;5.0;5.0;5.0;
53;54;4;['Sample1', 'Sample2'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];32;20;281;-10;703;-10;791;918;806;857;14.0;9.0;14.0;
54;55;20;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];27;7;256;-10;693;-10;781;908;801;874;3.0;3.0;3.0;
55;56;7;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];17;8;256;-10;683;-10;771;903;796;869;4.0;1.0;4.0;
56;57;8;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];14;2;243;-10;673;-10;775;898;791;864;14.0;10.0;14.0;
57;58;2;['SpongeBob', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];19;6;236;-10;663;-10;782;893;786;859;15.0;1.0;15.0;
58;59;6;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];20;1;240;-10;653;-10;772;888;781;854;19.0;4.0;19.0;
59;60;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];9;11;235;-10;643;-10;769;883;776;849;21.0;2.0;21.0;
60;61;11;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];20;2;219;-10;653;-10;759;878;771;844;31.0;10.0;31.0;
61;62;2;['SpongeBob', 'Evie'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;5;207;-10;643;-10;763;873;766;839;38.0;7.0;38.0;
62;63;5;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];10;3;197;-10;643;-10;753;868;761;834;47.0;9.0;47.0;
63;64;3;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];7;36;189;-10;640;-10;743;863;756;829;47.0;0.0;47.0;
64;65;36;['SpongeBob'];1;Sample2;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];54;6;143;-10;630;-10;733;853;746;873;8.0;8.0;8.0;
65;66;6;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];12;37;132;-10;632;-10;723;848;741;868;10.0;2.0;10.0;
66;67;37;['SpongeBob'];1;Sample1;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];49;4;85;-10;622;-10;713;838;780;863;8.0;8.0;8.0;
67;68;10;['Sample1'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];113;2;80;-10;725;-10;703;833;765;858;9.0;1.0;9.0;
68;69;2;['SpongeBob', 'Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];23;6;91;-10;715;-10;691;828;760;853;15.0;6.0;15.0;
