;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;26;995;995;995;995;995;995;995;995;4.0;4.0;4.0;
1;2;26;['SpongeBob'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Sample1'];36;14;964;1021;985;985;985;990;985;990;11.0;7.0;11.0;
2;3;52;['AggressiveLauncher'];1;AggressiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];32;10;954;1011;975;955;975;985;980;985;20.0;9.0;20.0;
3;4;104;['AggressiveLauncher'];1;Manu;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu'];35;13;949;1001;965;841;965;1010;975;980;10.0;10.0;10.0;
4;5;208;['AggressiveLauncher'];1;Mission failure;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Sample2'];30;16;939;991;955;628;955;1005;970;970;14.0;4.0;14.0;
5;6;416;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];30;9;934;981;945;232;945;1000;965;965;16.0;2.0;16.0;
6;7;374;['PassiveLauncher'];1;Evie;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];25;18;924;597;935;222;960;995;960;960;23.0;7.0;23.0;
7;8;337;['PassiveLauncher'];1;Manu;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu', 'Sample1'];30;12;919;250;925;212;950;1015;950;955;8.0;8.0;8.0;
8;9;250;['PassiveLauncher'];1;Mission failure;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];49;37;909;-10;915;202;940;1010;945;950;15.0;7.0;15.0;
9;10;202;['AggressiveLauncher'];1;Sample1;['AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];79;3;904;-10;905;-10;930;1000;1014;940;6.0;6.0;6.0;
