;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;6;995;995;995;995;995;995;995;995;10.0;10.0;10.0;
1;2;6;['SpongeBob'];1;Mission failure;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];13;6;984;985;985;985;985;990;990;990;14.0;4.0;14.0;
2;3;12;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];48;4;1022;975;975;963;975;985;985;985;15.0;1.0;15.0;
3;4;24;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];10;95;1017;965;965;939;965;980;980;980;22.0;7.0;;
4;5;95;['SpongeBob'];1;Sample2;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];109;2;912;955;955;929;955;970;970;1079;0.0;0.0;0.0;
5;6;190;['AggressiveLauncher'];1;Mission failure;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];14;1;907;945;945;734;945;965;965;1074;10.0;10.0;10.0;
6;7;380;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];16;5;913;935;935;344;935;960;960;1069;19.0;9.0;19.0;
7;8;344;['AggressiveLauncher'];1;Mission failure;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];25;28;908;925;925;-10;925;955;955;1064;27.0;8.0;27.0;
8;9;310;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];43;2;903;648;915;-10;915;945;945;1059;2.0;2.0;2.0;
9;10;279;['PassiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];13;3;906;359;905;-10;905;940;940;1054;9.0;7.0;9.0;
