;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;8;995;995;995;995;995;995;995;995;8.0;8.0;8.0;
1;2;8;['SpongeBob'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];19;6;982;985;985;985;1004;990;990;990;15.0;7.0;15.0;
2;3;16;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];23;1;995;975;975;959;994;985;985;985;24.0;9.0;24.0;
3;4;32;['AggressiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];15;2;990;965;980;917;984;980;980;980;29.0;5.0;29.0;
4;5;64;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];23;2;985;955;970;866;974;975;975;975;29.0;0.0;29.0;
5;6;128;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];19;7;994;945;960;728;964;970;970;970;37.0;8.0;37.0;
6;7;256;['AggressiveLauncher'];1;Manu;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu'];39;16;989;935;950;462;954;999;965;965;9.0;9.0;9.0;
7;8;462;['AggressiveLauncher'];1;Sample2;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Sample1', 'Sample2'];58;14;979;925;940;-10;944;994;955;1013;9.0;0.0;9.0;
8;9;416;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];23;3;974;522;930;-10;934;989;950;1008;16.0;7.0;16.0;
9;10;374;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];31;19;969;169;920;-10;924;984;945;1003;26.0;10.0;26.0;
10;11;169;['PassiveLauncher'];1;AlwaysLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu'];35;5;959;-10;945;-10;914;974;940;998;0.0;0.0;0.0;
11;12;5;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];9;5;949;-10;935;-10;913;969;935;993;1.0;1.0;1.0;
12;13;5;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];17;5;951;-10;925;-10;903;964;930;988;8.0;7.0;8.0;
13;14;5;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];12;1;941;-10;927;-10;893;959;925;983;11.0;3.0;11.0;
14;15;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];11;6;936;-10;917;-10;892;954;920;978;11.0;0.0;11.0;
15;16;6;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];15;9;935;-10;907;-10;887;949;915;973;15.0;4.0;15.0;
16;17;9;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1'];22;1;938;-10;897;-10;877;944;905;968;20.0;5.0;20.0;
17;18;4;['Sample1'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];23;37;933;-10;910;-10;867;939;896;963;29.0;9.0;29.0;
18;19;37;['SpongeBob'];1;Sample2;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];50;5;886;-10;900;-10;857;929;891;1003;9.0;9.0;9.0;
19;20;5;['SpongeBob'];1;Sample1;['SpongeBob', 'AlwaysLauncher', 'Sample1'];186;23;871;-10;890;-10;852;924;1067;998;17.0;8.0;;
20;21;23;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];38;6;843;-10;880;-10;842;952;1062;988;10.0;10.0;10.0;
21;22;10;['Sample2'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];19;5;852;-10;870;-10;832;947;1057;973;18.0;8.0;18.0;
22;23;5;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];19;6;842;-10;879;-10;822;942;1052;968;18.0;0.0;18.0;
23;24;6;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];26;56;831;-10;895;-10;812;937;1047;963;18.0;0.0;18.0;
24;25;56;['SpongeBob'];1;Sample1;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];72;19;765;-10;885;-10;802;927;1109;953;3.0;3.0;3.0;
25;26;19;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1'];25;6;741;-10;875;-10;792;922;1124;948;5.0;2.0;5.0;
26;27;10;['Sample1'];1;Evie;['AlwaysLauncher', 'Evie'];11;20;736;-10;865;-10;793;917;1109;943;7.0;2.0;7.0;
27;28;20;['SpongeBob'];1;Sample1;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1'];53;15;706;-10;855;-10;783;912;1152;938;8.0;1.0;8.0;
28;29;15;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie', 'Sample2'];33;12;686;-10;845;-10;806;907;1147;928;15.0;7.0;15.0;
29;30;15;['Sample1'];1;Sample1;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1'];22;6;676;-10;835;-10;796;902;1144;923;25.0;10.0;25.0;
30;31;14;['Sample1'];1;Evie;['AlwaysLauncher', 'Evie', 'Manu'];32;14;671;-10;825;-10;818;892;1125;918;7.0;7.0;7.0;
31;32;14;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];26;6;673;-10;815;-10;813;887;1120;913;9.0;2.0;9.0;
32;33;6;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher'];17;6;662;-10;822;-10;808;882;1115;908;19.0;10.0;19.0;
33;34;6;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher'];15;1;646;-10;827;-10;803;877;1110;903;20.0;1.0;20.0;
34;35;2;['Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];7;13;641;-10;824;-10;791;872;1105;898;22.0;2.0;22.0;
35;36;13;['SpongeBob'];1;Sample2;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];33;5;618;-10;814;-10;781;867;1095;921;32.0;10.0;32.0;
36;37;5;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie', 'Manu'];18;0;608;-10;804;-10;789;857;1090;916;10.0;10.0;10.0;
37;38;2;['Evie'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];18;16;598;-10;812;-10;777;852;1085;911;13.0;3.0;13.0;
38;39;16;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];34;6;577;-10;802;-10;767;842;1109;901;8.0;8.0;8.0;
39;40;7;['Sample1'];1;Mission failure;['SpongeBob', 'AlwaysLauncher', 'Evie'];62;8;567;-10;792;-10;757;837;1097;896;11.0;3.0;11.0;
40;41;8;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];51;3;554;-10;782;-10;798;832;1092;891;13.0;2.0;13.0;
41;42;3;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];29;1;570;-10;772;-10;788;827;1087;886;19.0;6.0;19.0;
42;43;2;['Evie'];1;AlwaysLauncher;['AlwaysLauncher'];6;18;565;-10;768;-10;781;822;1082;881;28.0;9.0;28.0;
43;44;18;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu'];36;27;542;-10;758;-10;771;848;1077;876;7.0;7.0;7.0;
44;45;27;['SpongeBob'];1;Sample1;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];41;6;505;-10;748;-10;761;843;1108;866;12.0;5.0;12.0;
45;46;6;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];12;2;494;-10;750;-10;751;838;1103;861;14.0;2.0;14.0;
46;47;7;['Sample1'];1;Mission failure;['SpongeBob', 'AlwaysLauncher', 'Evie'];35;1;484;-10;740;-10;741;833;1091;856;23.0;9.0;23.0;
47;48;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];25;6;479;-10;730;-10;754;828;1086;851;30.0;7.0;30.0;
48;49;6;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;3;479;-10;720;-10;744;823;1081;846;34.0;4.0;34.0;
49;50;3;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];27;46;471;-10;710;-10;761;818;1076;841;43.0;9.0;;
50;51;46;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];60;2;415;-10;700;-10;751;868;1066;831;6.0;6.0;6.0;
51;52;4;['Sample1', 'Sample2'];1;AlwaysLauncher;['AlwaysLauncher'];14;6;410;-10;704;-10;746;863;1057;822;7.0;1.0;7.0;
52;53;6;['SpongeBob'];1;Mission failure;['SpongeBob', 'AlwaysLauncher', 'Evie'];18;12;394;-10;694;-10;736;858;1052;817;9.0;2.0;9.0;
53;54;12;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1'];48;10;377;-10;684;-10;726;853;1090;812;17.0;8.0;17.0;
54;55;10;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];26;25;357;-10;700;-10;716;848;1085;807;20.0;3.0;;
55;55;25;['SpongeBob'];2;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];26;25;332;-10;700;-10;716;848;1085;807;;;20.0;
56;55;25;['SpongeBob'];3;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];26;25;307;-10;700;-10;716;848;1085;807;;;20.0;
57;56;25;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Sample2'];43;9;272;-10;690;-10;711;881;1080;797;2.0;2.0;2.0;
58;57;9;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];20;9;258;-10;680;-10;721;876;1075;792;3.0;1.0;3.0;
59;58;9;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1'];32;14;271;-10;670;-10;711;871;1065;787;3.0;0.0;3.0;
60;59;14;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie', 'Sample2'];22;24;252;-10;660;-10;723;866;1060;777;8.0;5.0;8.0;
61;60;24;['SpongeBob'];1;Sample1;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1'];46;10;218;-10;650;-10;713;861;1096;772;18.0;10.0;18.0;
62;61;10;['SpongeBob', 'Sample1'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu'];24;6;203;-10;640;-10;703;875;1081;767;9.0;9.0;9.0;
63;62;6;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];26;10;187;-10;630;-10;719;870;1076;762;15.0;6.0;15.0;
64;63;10;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Sample2'];26;8;172;-10;620;-10;709;865;1071;778;17.0;2.0;17.0;
65;64;8;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];30;8;159;-10;640;-10;699;860;1066;773;18.0;1.0;18.0;
66;65;8;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher'];29;3;141;-10;659;-10;694;855;1061;768;26.0;8.0;26.0;
67;66;3;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher'];23;5;133;-10;672;-10;689;850;1056;763;26.0;0.0;26.0;
68;67;5;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];19;61;137;-10;662;-10;679;845;1051;758;34.0;8.0;;
69;68;61;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];76;10;71;-10;652;-10;669;911;1041;748;2.0;2.0;2.0;
70;69;10;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];19;7;51;-10;661;-10;659;906;1036;743;12.0;10.0;12.0;
71;70;10;['Sample1'];1;Sample1;['AlwaysLauncher', 'Sample1'];19;23;46;-10;651;-10;654;901;1035;738;17.0;5.0;17.0;
72;71;23;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];45;23;18;-10;641;-10;644;936;1030;728;4.0;4.0;4.0;
73;72;18;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1'];54;18;-5;-10;631;-10;634;931;1074;723;10.0;6.0;10.0;
74;73;15;['Sample1'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];26;36;-5;-10;621;-10;624;947;1054;713;0.0;0.0;0.0;
75;74;14;['Sample1'];1;Evie;['AlwaysLauncher', 'Evie', 'Sample1'];110;7;-5;-10;611;-10;724;942;1030;708;10.0;10.0;10.0;
