;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;7;995;995;995;995;995;995;995;995;2.0;2.0;2.0;
1;2;7;['SpongeBob'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];12;4;983;985;985;997;985;990;990;990;5.0;3.0;5.0;
2;3;14;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];26;5;978;975;975;999;975;985;985;985;13.0;8.0;13.0;
3;4;28;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];25;8;993;965;965;961;965;980;980;980;13.0;0.0;13.0;
4;5;56;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];24;0;988;955;955;919;955;975;975;975;23.0;10.0;23.0;
5;6;112;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];38;30;983;945;945;835;945;970;970;970;28.0;5.0;28.0;
6;7;224;['AggressiveLauncher'];1;Manu;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu', 'Sample1'];46;4;973;935;935;601;935;1006;960;965;9.0;9.0;9.0;
7;8;448;['AggressiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];13;13;968;925;938;143;925;1001;955;960;15.0;6.0;15.0;
8;9;403;['PassiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Sample2'];22;11;963;512;928;155;915;996;950;950;21.0;6.0;21.0;
9;10;363;['PassiveLauncher'];1;Manu;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu'];27;1;958;139;918;145;905;1013;945;945;8.0;8.0;8.0;
10;11;145;['AggressiveLauncher'];1;AlwaysLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];12;1;948;129;920;-5;895;1008;940;940;17.0;9.0;17.0;
11;12;129;['PassiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];7;5;943;-10;910;-5;892;1003;935;935;25.0;8.0;25.0;
12;13;5;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;7;944;-10;900;-5;882;998;930;930;31.0;6.0;31.0;
13;14;7;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];27;13;932;-10;890;-5;872;1015;925;920;4.0;4.0;4.0;
14;15;13;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1'];32;17;941;-10;880;-5;862;1010;915;915;7.0;3.0;7.0;
15;16;17;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher'];84;11;919;-10;954;-5;857;1005;910;910;14.0;7.0;14.0;
16;17;11;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];30;4;928;-10;944;-5;847;1000;905;905;19.0;5.0;19.0;
17;18;4;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];23;7;919;-10;957;-5;837;995;900;900;29.0;10.0;29.0;
18;19;7;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];15;19;902;-10;947;-5;842;990;895;895;29.0;0.0;29.0;
19;20;19;['SpongeBob'];1;Sample2;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];38;15;873;-10;937;-5;832;980;890;923;2.0;2.0;2.0;
20;21;15;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1'];33;7;853;-10;927;-5;822;975;913;918;8.0;6.0;8.0;
21;22;7;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];42;2;878;-10;917;-5;812;970;908;913;9.0;1.0;9.0;
22;23;7;['Sample1'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];25;9;873;-10;932;-5;802;965;896;908;18.0;9.0;18.0;
23;24;9;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];22;41;876;-10;922;-5;792;960;891;903;28.0;10.0;;
24;25;41;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];57;4;830;-10;912;-5;782;1007;881;893;3.0;3.0;3.0;
25;26;7;['Sample1'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];12;9;832;-10;902;-5;777;1002;869;888;4.0;1.0;4.0;
26;27;9;['SpongeBob'];1;Sample1;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1'];24;21;813;-10;892;-5;767;997;883;883;6.0;2.0;6.0;
27;28;21;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];26;17;787;-10;882;-5;783;992;878;878;12.0;6.0;12.0;
28;29;17;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];34;1;760;-10;872;-5;807;987;873;873;16.0;4.0;16.0;
29;30;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];22;8;755;-10;862;-5;817;982;868;868;24.0;8.0;24.0;
