;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;54;995;995;995;995;995;995;995;995;2.0;2.0;2.0;
1;2;54;['SpongeBob'];1;Mission failure;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Sample1', 'Sample2'];65;5;931;985;985;985;985;990;985;985;12.0;10.0;12.0;
2;3;108;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];20;2;926;975;975;887;975;985;980;980;18.0;6.0;18.0;
3;4;216;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];16;10;921;965;965;677;965;980;975;975;19.0;1.0;19.0;
4;5;432;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];23;1;916;955;955;258;955;975;970;970;25.0;6.0;25.0;
5;6;389;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];14;4;911;570;945;248;945;970;965;965;32.0;7.0;32.0;
6;7;350;['PassiveLauncher'];1;PassiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];16;4;901;226;935;238;935;965;960;960;32.0;0.0;32.0;
7;8;238;['AggressiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];16;9;896;216;941;-10;925;960;955;955;33.0;1.0;33.0;
8;9;214;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher'];17;10;891;9;931;-10;920;955;950;950;39.0;6.0;39.0;
9;10;10;['SpongeBob'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];21;28;892;-1;921;-10;910;950;945;945;39.0;0.0;39.0;
10;11;28;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];45;4;859;-1;911;-10;900;985;935;935;1.0;1.0;1.0;
11;12;4;['SpongeBob', 'Sample1', 'Sample2'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];14;15;859;-1;901;-10;890;980;926;926;3.0;2.0;3.0;
12;13;15;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie', 'Sample1'];32;14;839;-1;891;-10;912;975;916;921;10.0;7.0;10.0;
13;14;14;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];22;6;837;-1;881;-10;902;970;911;916;13.0;3.0;13.0;
14;15;11;['Sample1'];1;Evie;['AlwaysLauncher', 'Evie'];44;5;832;-1;871;-10;936;965;895;911;23.0;10.0;23.0;
15;16;5;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];47;2;864;-1;861;-10;931;960;890;906;29.0;6.0;29.0;
16;17;2;['SpongeBob', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];23;79;857;-1;874;-10;919;955;885;901;33.0;4.0;;
17;18;79;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];101;1;869;-1;864;-10;909;945;875;891;8.0;8.0;8.0;
18;19;7;['Sample1'];1;Evie;['AlwaysLauncher', 'Evie'];10;11;864;-1;854;-10;909;940;863;886;18.0;10.0;18.0;
19;20;11;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu'];21;31;843;-1;844;-10;920;930;858;881;9.0;9.0;9.0;
20;21;31;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];46;5;807;-1;834;-10;910;925;848;917;16.0;7.0;16.0;
21;22;13;['Sample2'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];12;9;809;-1;824;-10;905;920;843;899;23.0;7.0;23.0;
22;23;10;['Sample1'];1;Sample2;['AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];30;5;804;-1;814;-10;895;910;828;919;0.0;0.0;0.0;
23;24;5;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];88;24;794;-1;804;-10;973;905;823;914;10.0;10.0;10.0;
24;25;24;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];52;28;760;-1;846;-10;963;900;818;909;10.0;0.0;10.0;
25;26;28;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];37;5;727;-1;836;-10;953;895;845;899;10.0;0.0;10.0;
26;27;13;['Sample2'];1;Evie;['AlwaysLauncher', 'Evie'];35;4;722;-1;826;-10;978;890;840;881;15.0;5.0;15.0;
27;28;7;['Sample1'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];17;0;717;-1;833;-10;968;885;828;876;19.0;4.0;19.0;
28;29;2;['Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];31;1;738;-1;823;-10;956;880;823;871;29.0;10.0;29.0;
29;30;2;['Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];8;7;733;-1;821;-10;944;875;818;866;30.0;1.0;30.0;
30;31;7;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Sample2'];39;9;721;-1;811;-10;934;870;813;895;30.0;0.0;30.0;
31;32;9;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];17;0;719;-1;801;-10;924;865;808;890;31.0;1.0;;
32;32;2;['Evie'];2;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];17;0;719;-1;801;-10;922;865;808;890;;;31.0;
33;33;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];5;6;714;-1;791;-10;915;860;803;885;39.0;8.0;39.0;
34;34;6;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];20;2;703;-1;781;-10;925;855;798;880;42.0;3.0;42.0;
35;35;2;['SpongeBob', 'Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];41;4;732;-1;771;-10;913;850;793;875;48.0;6.0;48.0;
36;36;4;['SpongeBob'];1;Mission failure;['AlwaysLauncher', 'Evie'];27;71;723;-1;761;-10;903;845;788;870;50.0;2.0;;
37;37;71;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];90;54;642;-1;751;-10;893;925;778;860;7.0;7.0;7.0;
38;38;54;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie', 'Manu'];82;4;583;-1;823;-10;883;915;773;855;3.0;3.0;3.0;
39;39;7;['Sample1'];1;AlwaysLauncher;['AlwaysLauncher'];8;9;578;-1;821;-10;878;910;761;850;3.0;0.0;3.0;
40;40;9;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;3;559;-1;811;-10;884;905;756;845;7.0;4.0;7.0;
41;41;3;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];12;4;551;-1;813;-10;874;900;751;840;13.0;6.0;13.0;
42;42;4;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];13;29;542;-1;803;-10;877;895;746;835;16.0;3.0;16.0;
43;43;29;['SpongeBob'];1;Sample1;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];65;19;503;-1;793;-10;867;890;801;825;17.0;1.0;17.0;
44;44;19;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie', 'Manu'];35;2;479;-1;783;-10;892;880;796;820;5.0;5.0;5.0;
45;45;7;['Sample1'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];11;19;469;-1;784;-10;882;875;784;815;8.0;3.0;8.0;
46;46;19;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1'];79;3;445;-1;774;-10;872;870;853;810;13.0;5.0;13.0;
47;47;4;['Sample1'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];14;6;449;-1;764;-10;862;865;844;805;16.0;3.0;16.0;
