;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;3;995;995;995;995;995;995;995;995;7.0;7.0;7.0;
1;2;5;['Sample1'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher'];20;3;990;1005;985;990;990;990;985;990;7.0;0.0;7.0;
2;3;10;['AggressiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];17;1;985;995;992;970;980;985;980;985;11.0;4.0;11.0;
3;4;20;['AggressiveLauncher'];1;PassiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];9;3;975;994;982;940;970;980;975;980;11.0;0.0;11.0;
4;5;40;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];11;8;970;984;972;901;960;975;970;975;13.0;2.0;13.0;
5;6;80;['AggressiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Sample1'];24;3;965;974;986;811;955;970;960;970;20.0;7.0;20.0;
6;7;160;['AggressiveLauncher'];1;PassiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];22;11;955;986;976;641;945;965;955;965;26.0;6.0;26.0;
7;8;320;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];20;3;950;976;966;331;935;960;950;960;34.0;8.0;34.0;
8;9;331;['AggressiveLauncher'];1;Mission failure;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];19;18;940;966;956;-10;925;955;945;955;42.0;8.0;42.0;
9;10;298;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];76;9;935;734;946;-10;915;945;940;945;5.0;5.0;5.0;
10;11;268;['PassiveLauncher'];1;Sample1;['PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Sample1'];75;2;930;456;936;-10;905;940;1005;940;15.0;10.0;15.0;
11;12;241;['PassiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];14;5;934;205;926;-10;895;935;1000;935;24.0;9.0;24.0;
12;13;205;['PassiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu'];19;12;929;-10;935;-10;885;925;995;930;9.0;9.0;9.0;
13;14;12;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Sample2'];35;2;912;-10;925;-10;875;920;990;955;18.0;9.0;18.0;
14;15;4;['Sample2'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];12;5;902;-10;927;-10;865;915;985;946;27.0;9.0;27.0;
15;16;5;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu'];14;26;892;-10;917;-10;855;919;980;941;9.0;9.0;9.0;
16;17;26;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Sample1', 'Sample2'];41;9;856;-10;948;-10;850;914;970;931;17.0;8.0;17.0;
17;18;9;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu'];17;51;842;-10;938;-10;840;921;965;926;10.0;10.0;10.0;
18;19;51;['SpongeBob'];1;Sample2;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Sample2'];66;28;781;-10;928;-10;835;911;960;982;9.0;9.0;9.0;
19;20;28;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];39;11;748;-10;957;-10;825;901;955;972;8.0;8.0;8.0;
20;21;13;['Sample2'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];50;14;738;-10;997;-10;815;896;950;954;14.0;6.0;14.0;
