;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;14;995;995;995;995;995;995;995;995;4.0;4.0;4.0;
1;2;14;['SpongeBob'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];31;2;976;1016;985;985;985;990;990;990;7.0;3.0;7.0;
2;3;28;['AggressiveLauncher'];1;Evie;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];13;30;966;1006;975;947;988;985;985;985;8.0;1.0;8.0;
3;4;56;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];50;1;961;996;965;931;978;980;980;980;12.0;4.0;12.0;
4;5;112;['AggressiveLauncher'];1;AggressiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];29;5;951;986;955;838;968;975;975;975;17.0;5.0;17.0;
5;6;224;['AggressiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];36;6;946;976;981;604;958;970;970;970;22.0;5.0;22.0;
6;7;448;['AggressiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];36;2;941;1002;971;151;948;965;965;965;25.0;3.0;25.0;
7;8;403;['PassiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];12;20;936;589;973;141;938;960;960;960;26.0;1.0;26.0;
8;9;363;['PassiveLauncher'];1;Sample2;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Sample2'];35;9;926;216;963;131;928;955;955;985;29.0;3.0;29.0;
9;10;216;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Sample1'];26;3;921;16;953;121;918;950;945;980;34.0;5.0;34.0;
10;11;121;['AggressiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];10;2;916;16;943;-10;908;945;940;975;40.0;6.0;40.0;
11;12;16;['PassiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];53;1;959;-10;933;-10;898;940;935;970;50.0;10.0;50.0;
12;13;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];13;0;954;-10;923;-10;899;935;930;965;54.0;4.0;54.0;
13;14;2;['Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];9;10;953;-10;913;-10;887;930;925;960;61.0;7.0;61.0;
14;15;10;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu'];25;26;938;-10;903;-10;877;945;920;955;9.0;9.0;9.0;
15;16;26;['SpongeBob'];1;Sample1;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];68;6;902;-10;893;-10;867;940;978;945;13.0;4.0;13.0;
