;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;18;995;995;995;995;995;995;995;995;4.0;4.0;4.0;
1;2;18;['SpongeBob'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher'];91;9;1058;985;985;990;990;990;990;990;8.0;4.0;8.0;
2;3;36;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];21;36;1053;975;975;965;980;985;985;985;18.0;10.0;18.0;
3;4;72;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];48;15;1091;965;965;883;970;975;975;975;5.0;5.0;5.0;
4;5;144;['AggressiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];28;17;1086;983;955;729;960;970;970;970;14.0;9.0;14.0;
5;6;288;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu'];31;3;1081;973;945;462;950;960;965;965;3.0;3.0;3.0;
6;7;462;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];12;2;1083;963;935;-10;940;955;960;960;4.0;1.0;4.0;
7;8;416;['PassiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];17;18;1078;537;942;-10;930;950;955;955;9.0;5.0;9.0;
8;9;374;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Sample2'];36;5;1073;189;932;-10;920;945;950;945;16.0;7.0;16.0;
9;10;189;['PassiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];13;43;1068;-10;935;-10;910;940;945;940;17.0;1.0;17.0;
10;11;43;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Sample1'];72;27;1020;-10;925;-10;905;1002;935;935;7.0;7.0;7.0;
11;12;27;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample2'];51;10;983;-10;966;-10;895;997;930;925;14.0;7.0;14.0;
12;13;13;['Sample2'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];20;14;978;-10;976;-10;885;987;920;907;5.0;5.0;5.0;
13;14;14;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];26;30;954;-10;992;-10;875;982;915;902;5.0;0.0;5.0;
14;15;30;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];58;16;919;-10;982;-10;865;977;963;892;14.0;9.0;14.0;
15;16;16;['SpongeBob', 'Sample1'];1;Mission failure;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu'];34;43;893;-10;972;-10;855;967;942;887;6.0;6.0;6.0;
16;17;43;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];79;1;845;-10;962;-10;924;962;932;877;12.0;6.0;12.0;
17;18;20;['Sample1'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];10;2;845;-10;952;-10;914;957;907;872;16.0;4.0;16.0;
18;19;2;['SpongeBob', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];18;4;838;-10;942;-10;920;952;902;867;19.0;3.0;19.0;
19;20;4;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];28;36;852;-10;932;-10;910;947;897;862;27.0;8.0;;
20;21;36;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Sample1', 'Sample2'];69;1;811;-10;922;-10;905;1006;887;852;0.0;0.0;0.0;
21;22;4;['Sample1', 'Sample2'];1;AlwaysLauncher;['AlwaysLauncher'];10;2;806;-10;922;-10;900;1001;878;843;5.0;5.0;5.0;
22;23;2;['SpongeBob', 'Evie'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];23;12;794;-10;935;-10;888;996;873;838;5.0;0.0;5.0;
23;24;12;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher'];21;1;777;-10;946;-10;883;991;868;833;6.0;1.0;6.0;
24;25;2;['Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];12;51;779;-10;936;-10;871;986;863;828;13.0;7.0;13.0;
25;26;51;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];89;7;723;-10;1015;-10;861;976;853;818;0.0;0.0;0.0;
26;27;7;['SpongeBob', 'Sample1'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];18;2;706;-10;1005;-10;869;971;841;813;7.0;7.0;7.0;
27;28;2;['SpongeBob', 'Evie'];1;Mission failure;['AlwaysLauncher', 'Evie'];12;6;699;-10;995;-10;857;966;836;808;9.0;2.0;9.0;
28;29;6;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];14;1;697;-10;985;-10;847;961;831;803;14.0;5.0;14.0;
29;30;2;['Evie'];1;Mission failure;['AlwaysLauncher', 'Evie'];14;7;692;-10;975;-10;835;956;826;798;22.0;8.0;22.0;
