;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;3;995;995;995;995;995;995;995;995;2.0;2.0;2.0;
1;2;5;['Sample1'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];17;17;990;985;1002;985;985;990;985;990;10.0;8.0;10.0;
2;3;17;['SpongeBob'];1;Sample1;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Sample1'];25;18;968;975;992;975;975;985;1000;985;18.0;8.0;18.0;
3;4;34;['AggressiveLauncher'];1;Manu;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu'];31;10;958;965;982;931;965;1006;995;980;10.0;10.0;10.0;
4;5;68;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];36;1;953;955;972;889;955;1001;990;975;15.0;5.0;15.0;
5;6;136;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];32;2;975;945;962;743;945;996;985;970;19.0;4.0;19.0;
6;7;272;['AggressiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];44;24;970;935;952;461;979;991;980;965;25.0;6.0;25.0;
7;8;461;['AggressiveLauncher'];1;Manu;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu', 'Sample2'];40;9;960;925;942;-10;969;1021;975;955;10.0;10.0;10.0;
8;9;415;['PassiveLauncher'];1;Mission failure;['PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Sample1'];18;25;955;500;932;-10;959;1016;965;950;20.0;10.0;;
9;10;374;['PassiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu'];35;5;980;116;922;-10;949;1006;960;945;8.0;8.0;8.0;
10;11;116;['PassiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher'];21;36;975;-10;933;-10;944;1001;955;940;8.0;0.0;8.0;
11;12;36;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];45;3;934;-10;923;-10;934;996;990;930;17.0;9.0;17.0;
12;13;13;['Sample1'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];35;17;959;-10;913;-10;929;991;972;925;25.0;8.0;25.0;
13;14;17;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];44;2;937;-10;903;-10;919;1025;962;920;3.0;3.0;3.0;
14;15;4;['Sample1'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];14;9;941;-10;893;-10;909;1020;953;915;10.0;7.0;10.0;
15;16;9;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];31;2;927;-10;914;-10;899;1015;948;910;10.0;0.0;10.0;
16;17;2;['SpongeBob', 'Evie'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];33;16;915;-10;904;-10;920;1010;943;905;13.0;3.0;13.0;
17;18;16;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];31;19;920;-10;894;-10;910;1005;933;895;16.0;3.0;16.0;
18;19;19;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu'];37;11;896;-10;884;-10;900;1032;928;890;8.0;8.0;8.0;
19;20;11;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];53;18;875;-10;874;-10;943;1027;923;885;14.0;6.0;14.0;
20;21;18;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];26;8;852;-10;864;-10;933;1043;918;875;0.0;0.0;0.0;
21;22;8;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];17;12;851;-10;854;-10;928;1038;913;870;8.0;8.0;8.0;
22;23;12;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie', 'Sample1'];56;11;834;-10;844;-10;974;1033;903;865;15.0;7.0;15.0;
23;24;11;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];24;12;818;-10;834;-10;988;1028;898;860;25.0;10.0;25.0;
24;25;12;['SpongeBob'];1;Sample2;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];30;1;796;-10;824;-10;978;1018;893;880;2.0;2.0;2.0;
25;26;4;['Sample2'];1;AlwaysLauncher;['AlwaysLauncher'];6;1;791;-10;820;-10;973;1013;888;871;8.0;6.0;8.0;
26;27;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];8;1;786;-10;810;-10;969;1008;883;866;9.0;1.0;9.0;
27;28;2;['Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];128;21;904;-10;800;-10;957;1003;878;861;18.0;9.0;18.0;
