;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;1;995;995;995;995;995;995;995;995;10.0;10.0;10.0;
1;2;5;['Sample1'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];14;5;990;985;985;999;985;990;985;990;20.0;10.0;20.0;
2;3;10;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];47;10;985;975;975;1026;975;985;980;985;22.0;2.0;22.0;
3;4;20;['AggressiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];24;2;980;965;965;1001;989;980;975;980;26.0;4.0;26.0;
4;5;40;['AggressiveLauncher'];1;Mission failure;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];14;5;975;955;955;951;979;975;970;975;28.0;2.0;28.0;
5;6;80;['AggressiveLauncher'];1;AlwaysLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];15;18;965;945;960;861;969;970;965;970;30.0;2.0;30.0;
6;7;160;['AggressiveLauncher'];1;Sample1;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu', 'Sample1'];45;8;960;935;950;691;959;960;1000;965;9.0;9.0;9.0;
7;8;320;['AggressiveLauncher'];1;AggressiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Sample2'];19;8;950;925;940;380;954;955;995;955;17.0;8.0;17.0;
8;9;380;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];26;1;945;915;930;16;944;950;990;950;17.0;0.0;17.0;
9;10;342;['PassiveLauncher'];1;Evie;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];14;9;935;563;920;6;948;945;985;945;21.0;4.0;21.0;
10;11;308;['PassiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];24;12;930;245;910;20;938;940;980;940;26.0;5.0;26.0;
11;12;245;['PassiveLauncher'];1;PassiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu', 'Sample1'];32;23;920;22;900;10;928;930;970;935;9.0;9.0;9.0;
12;13;23;['SpongeBob'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Sample2'];48;6;892;60;890;0;918;925;965;925;14.0;5.0;14.0;
13;14;21;['PassiveLauncher'];1;Evie;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];22;21;882;29;880;-10;930;920;960;920;21.0;7.0;21.0;
14;15;21;['SpongeBob'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];46;24;856;65;870;-10;920;910;955;910;2.0;2.0;2.0;
15;16;24;['SpongeBob'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];35;7;857;55;860;-10;910;905;950;905;5.0;3.0;5.0;
16;17;22;['PassiveLauncher'];1;Mission failure;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];16;6;852;23;850;-10;900;900;945;900;12.0;7.0;12.0;
17;18;20;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];37;1;847;30;840;-10;890;895;940;895;19.0;7.0;19.0;
18;19;18;['PassiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];22;34;842;2;852;-10;880;890;935;890;24.0;5.0;24.0;
19;20;34;['SpongeBob'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];56;13;803;48;842;-10;870;880;925;880;6.0;6.0;6.0;
20;21;31;['PassiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];55;10;848;7;832;-10;860;875;920;875;9.0;3.0;9.0;
21;22;10;['SpongeBob'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];36;0;833;-3;822;-10;886;870;915;870;10.0;1.0;10.0;
22;23;2;['Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];18;48;841;-3;812;-10;879;865;910;865;13.0;3.0;13.0;
23;24;48;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];80;3;788;-3;802;-10;869;855;980;855;3.0;3.0;3.0;
24;25;7;['Sample1', 'Sample2'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];18;11;796;-3;792;-10;864;850;968;843;3.0;0.0;3.0;
25;26;11;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];22;16;780;-3;804;-10;854;845;963;838;7.0;4.0;7.0;
26;27;16;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];28;3;754;-3;794;-10;872;840;958;833;7.0;0.0;7.0;
27;28;3;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];10;3;746;-3;784;-10;872;835;953;828;12.0;5.0;12.0;
28;29;3;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];10;12;738;-3;774;-10;872;830;948;823;12.0;0.0;12.0;
29;30;12;['SpongeBob'];1;Sample2;['SpongeBob', 'AlwaysLauncher', 'Sample1', 'Sample2'];27;3;716;-3;764;-10;867;825;938;840;19.0;7.0;19.0;
30;31;4;['Sample1', 'Sample2'];1;Evie;['AlwaysLauncher', 'Evie'];8;31;711;-3;754;-10;865;820;929;831;23.0;4.0;23.0;
31;32;31;['SpongeBob'];1;Mission failure;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];51;6;670;-3;744;-10;855;810;924;821;9.0;9.0;9.0;
32;33;8;['Sample2'];1;Evie;['AlwaysLauncher', 'Evie'];13;2;665;-3;734;-10;858;805;919;808;19.0;10.0;19.0;
33;34;2;['SpongeBob', 'Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];24;1;677;-3;724;-10;851;800;914;803;26.0;7.0;26.0;
34;35;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];23;0;672;-3;714;-10;862;795;909;798;34.0;8.0;34.0;
35;36;2;['Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];10;9;672;-3;704;-10;850;790;904;793;44.0;10.0;44.0;
36;37;9;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu'];31;19;653;-3;694;-10;840;811;899;788;0.0;0.0;0.0;
37;38;19;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];34;5;629;-3;684;-10;830;806;923;778;7.0;7.0;7.0;
38;39;5;['SpongeBob'];1;Mission failure;['SpongeBob', 'AlwaysLauncher', 'Evie'];15;16;614;-3;674;-10;820;801;918;773;17.0;10.0;17.0;
39;40;16;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu'];27;2;615;-3;664;-10;810;791;913;768;4.0;4.0;4.0;
40;41;2;['SpongeBob', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];9;8;608;-3;654;-10;807;786;908;763;10.0;6.0;10.0;
41;42;8;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];23;12;613;-3;644;-10;797;781;903;758;19.0;9.0;19.0;
42;43;12;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1'];21;0;596;-3;634;-10;787;776;914;753;21.0;2.0;21.0;
43;44;4;['Sample1'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];19;2;605;-3;624;-10;777;771;905;748;24.0;3.0;24.0;
44;45;2;['SpongeBob', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];8;4;598;-3;614;-10;773;766;900;743;30.0;6.0;30.0;
