;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;94;995;995;995;995;995;995;995;995;9.0;9.0;;
1;2;94;['SpongeBob'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu', 'Sample1'];108;41;896;985;985;1093;985;985;985;990;7.0;7.0;7.0;
2;3;188;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];63;31;949;975;975;895;975;980;980;985;16.0;9.0;16.0;
3;4;376;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu'];43;0;944;965;965;552;965;970;975;980;3.0;3.0;3.0;
4;5;552;['AggressiveLauncher'];1;Mission failure;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];14;11;934;955;955;-10;955;965;970;975;3.0;0.0;3.0;
5;6;497;['PassiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher'];22;23;929;448;967;-10;950;960;965;970;13.0;10.0;13.0;
6;7;447;['PassiveLauncher'];1;PassiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Sample2'];40;1;919;31;957;-10;940;955;960;960;19.0;6.0;19.0;
7;8;31;['PassiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher'];21;30;914;-10;968;-10;935;950;955;955;24.0;5.0;24.0;
8;9;30;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];50;7;874;-10;958;-10;925;990;945;950;9.0;9.0;9.0;
9;10;7;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];11;12;862;-10;948;-10;926;985;940;945;18.0;9.0;18.0;
