;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;4;995;995;995;995;995;995;995;995;5.0;5.0;5.0;
1;2;5;['Sample1'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];11;29;990;985;996;985;985;990;985;990;15.0;10.0;15.0;
2;3;29;['SpongeBob'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu', 'Sample1'];41;10;992;975;986;975;975;980;975;985;4.0;4.0;4.0;
3;4;58;['AggressiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];25;3;987;990;976;907;965;975;970;980;11.0;7.0;11.0;
4;5;116;['AggressiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];43;8;982;1023;966;786;955;970;965;975;16.0;5.0;16.0;
5;6;232;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];70;2;1042;1013;956;544;945;965;960;970;26.0;10.0;26.0;
6;7;464;['AggressiveLauncher'];1;Mission failure;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];22;62;1037;1003;946;70;935;960;955;965;31.0;5.0;;
7;8;418;['PassiveLauncher'];1;Sample1;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];79;7;1032;575;936;60;925;950;1024;955;2.0;2.0;2.0;
8;9;376;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];15;11;1027;204;926;50;915;945;1019;950;4.0;2.0;4.0;
9;10;204;['PassiveLauncher'];1;AggressiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];20;0;1017;-10;916;60;905;940;1014;945;6.0;2.0;6.0;
10;11;60;['AggressiveLauncher'];1;Evie;['AlwaysLauncher', 'AggressiveLauncher', 'Evie'];8;11;1012;-10;906;-10;903;935;1009;940;6.0;0.0;6.0;
11;12;11;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];102;7;991;-10;896;-10;995;930;1004;935;9.0;3.0;9.0;
12;13;7;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];31;5;979;-10;886;-10;1016;925;999;930;11.0;2.0;11.0;
13;14;5;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];15;21;969;-10;891;-10;1006;920;994;925;11.0;0.0;11.0;
14;15;21;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];49;12;943;-10;881;-10;1045;915;989;920;14.0;3.0;14.0;
15;16;12;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];21;1;942;-10;871;-10;1035;910;984;915;21.0;7.0;21.0;
16;17;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];19;1;937;-10;861;-10;1042;905;979;910;31.0;10.0;31.0;
17;18;2;['Evie'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];26;10;927;-10;877;-10;1030;900;974;905;40.0;9.0;40.0;
18;19;10;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];21;4;912;-10;867;-10;1041;895;969;900;49.0;9.0;49.0;
19;20;4;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];11;6;909;-10;857;-10;1031;890;964;895;55.0;6.0;55.0;
20;21;6;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];15;8;893;-10;847;-10;1036;885;959;890;62.0;7.0;62.0;
21;22;8;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];14;2;880;-10;837;-10;1040;880;954;885;71.0;9.0;71.0;
22;23;2;['SpongeBob', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];7;0;873;-10;834;-10;1028;875;949;880;74.0;3.0;74.0;
23;24;2;['Evie'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];27;20;863;-10;851;-10;1016;870;944;875;77.0;3.0;77.0;
24;25;20;['SpongeBob'];1;Mission failure;['AlwaysLauncher', 'Manu', 'Sample1', 'Sample2'];40;1;838;-10;841;-10;1011;860;934;865;4.0;4.0;4.0;
25;26;4;['Sample1', 'Sample2'];1;Mission failure;['SpongeBob', 'AlwaysLauncher', 'Evie'];8;10;828;-10;831;-10;1001;855;925;856;14.0;10.0;14.0;
26;27;10;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];17;3;813;-10;821;-10;1008;850;920;851;14.0;0.0;14.0;
27;28;3;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];14;28;814;-10;811;-10;1003;845;915;846;15.0;1.0;15.0;
28;29;28;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1'];74;1;781;-10;801;-10;993;840;979;841;23.0;8.0;23.0;
29;30;7;['Sample1'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];14;20;785;-10;791;-10;983;835;967;836;29.0;6.0;29.0;
30;31;20;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];31;12;760;-10;781;-10;973;825;962;857;1.0;1.0;1.0;
31;32;12;['SpongeBob'];1;Sample1;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1'];26;6;738;-10;771;-10;963;820;978;852;4.0;3.0;4.0;
32;33;6;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];18;3;727;-10;779;-10;953;815;973;847;9.0;5.0;9.0;
33;34;7;['Sample1'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];20;3;717;-10;789;-10;943;810;961;842;17.0;8.0;17.0;
34;35;3;['SpongeBob'];1;Mission failure;['AlwaysLauncher'];10;4;709;-10;779;-10;938;805;956;837;24.0;7.0;24.0;
35;36;4;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];8;7;700;-10;769;-10;936;800;951;832;24.0;0.0;24.0;
36;37;7;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];21;3;704;-10;759;-10;926;795;946;827;29.0;5.0;29.0;
37;38;3;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];12;23;696;-10;749;-10;928;790;941;822;37.0;8.0;37.0;
38;39;23;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];49;2;712;-10;739;-10;918;780;931;812;4.0;4.0;4.0;
39;40;4;['Sample1', 'Sample2'];1;Evie;['AlwaysLauncher', 'Evie'];58;12;707;-10;729;-10;966;775;922;803;5.0;1.0;5.0;
40;41;12;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];27;0;690;-10;719;-10;956;770;939;793;14.0;9.0;14.0;
41;42;8;['Sample1'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];26;13;685;-10;735;-10;946;765;926;788;24.0;10.0;24.0;
42;43;13;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu'];30;3;662;-10;755;-10;936;755;921;783;10.0;10.0;10.0;
43;44;3;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];37;4;654;-10;782;-10;926;750;916;778;11.0;1.0;11.0;
44;45;4;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];13;21;645;-10;785;-10;916;745;911;773;19.0;8.0;19.0;
45;46;21;['SpongeBob'];1;Sample1;['SpongeBob', 'AlwaysLauncher', 'Sample1', 'Sample2'];46;20;614;-10;775;-10;911;740;947;763;29.0;10.0;;
46;47;20;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu'];31;5;589;-10;765;-10;906;761;942;758;9.0;9.0;9.0;
47;48;7;['Sample1'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];18;20;597;-10;755;-10;896;756;930;753;12.0;3.0;12.0;
48;49;20;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];32;14;572;-10;745;-10;886;751;952;743;13.0;1.0;13.0;
49;50;14;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu'];24;4;572;-10;735;-10;876;741;947;738;6.0;6.0;6.0;
50;51;7;['Sample1'];1;Mission failure;['AlwaysLauncher', 'Evie'];18;8;567;-10;725;-10;866;736;935;733;6.0;0.0;6.0;
51;52;8;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];14;16;554;-10;715;-10;870;731;930;728;9.0;3.0;9.0;
