;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;11;995;995;995;995;995;995;995;995;4.0;4.0;4.0;
1;2;11;['SpongeBob'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];25;8;979;985;1010;985;985;990;990;990;10.0;6.0;10.0;
2;3;22;['AggressiveLauncher'];1;Mission failure;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];24;7;969;975;1000;953;975;985;985;985;16.0;6.0;16.0;
3;4;44;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];21;2;964;965;990;920;965;980;980;980;20.0;4.0;20.0;
4;5;88;['AggressiveLauncher'];1;AlwaysLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];14;13;954;955;994;822;955;975;975;975;27.0;7.0;27.0;
5;6;176;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu'];31;7;949;945;984;667;945;965;970;970;2.0;2.0;2.0;
6;7;352;['AggressiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];13;15;944;935;987;310;935;960;965;965;7.0;5.0;7.0;
7;8;317;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];26;1;939;634;977;300;925;955;960;960;9.0;2.0;9.0;
8;9;300;['AggressiveLauncher'];1;AlwaysLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];59;4;929;624;1026;-10;915;950;955;955;19.0;10.0;19.0;
9;10;270;['PassiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];13;0;924;344;1016;-10;918;945;950;950;19.0;0.0;19.0;
10;11;243;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];21;1;919;112;1006;-10;908;940;945;945;23.0;4.0;23.0;
11;12;112;['PassiveLauncher'];1;AlwaysLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];13;5;909;-10;1009;-10;898;935;940;940;29.0;6.0;29.0;
12;13;5;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];33;3;899;-10;999;-10;921;930;935;935;35.0;6.0;35.0;
13;14;3;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];28;2;914;-10;989;-10;916;925;930;930;43.0;8.0;43.0;
14;15;2;['SpongeBob', 'Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;7;918;-10;979;-10;904;920;925;925;52.0;9.0;52.0;
15;16;7;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Sample2'];23;1;906;-10;969;-10;894;915;920;938;61.0;9.0;61.0;
16;17;4;['Sample2'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];44;7;940;-10;959;-10;884;910;915;929;62.0;1.0;62.0;
17;18;7;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu'];30;2;928;-10;949;-10;874;930;910;924;5.0;5.0;5.0;
18;19;2;['SpongeBob', 'Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];12;10;928;-10;939;-10;862;925;905;919;5.0;0.0;5.0;
19;20;10;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1'];23;3;913;-10;929;-10;852;920;918;914;12.0;7.0;12.0;
20;21;4;['Sample1'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];10;3;913;-10;919;-10;842;915;909;909;18.0;6.0;18.0;
21;22;3;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];49;3;905;-10;909;-10;881;910;904;904;18.0;0.0;18.0;
22;23;3;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];13;11;905;-10;899;-10;876;905;899;899;22.0;4.0;22.0;
23;24;11;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Sample2'];23;8;889;-10;889;-10;871;900;894;912;27.0;5.0;27.0;
24;25;8;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1'];19;7;890;-10;879;-10;861;895;884;907;36.0;9.0;36.0;
25;26;7;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu'];22;5;878;-10;869;-10;851;907;879;902;8.0;8.0;8.0;
26;27;7;['Sample1'];1;Evie;['AlwaysLauncher', 'Evie', 'Sample2'];22;10;873;-10;859;-10;863;902;867;892;11.0;3.0;11.0;
27;28;10;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];38;10;891;-10;849;-10;853;897;862;887;12.0;1.0;12.0;
28;29;10;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];25;2;876;-10;864;-10;843;892;857;882;18.0;6.0;18.0;
29;30;2;['SpongeBob', 'Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];10;14;874;-10;854;-10;831;887;852;877;20.0;2.0;20.0;
30;31;14;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];26;5;855;-10;844;-10;821;882;868;867;23.0;3.0;23.0;
31;32;5;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];13;1;853;-10;834;-10;811;877;863;862;24.0;1.0;24.0;
