;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;2;995;995;995;995;995;995;995;995;7.0;7.0;7.0;
1;2;5;['Sample1'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher'];10;15;990;995;985;985;990;990;985;990;15.0;8.0;15.0;
2;3;15;['SpongeBob'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];28;5;993;985;975;975;980;985;980;985;17.0;2.0;17.0;
3;4;30;['AggressiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];20;5;988;975;985;935;970;980;975;980;25.0;8.0;25.0;
4;5;60;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];13;2;983;965;975;878;960;975;970;975;29.0;4.0;29.0;
5;6;120;['AggressiveLauncher'];1;AlwaysLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];16;2;973;955;981;748;950;970;965;970;29.0;0.0;29.0;
6;7;240;['AggressiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];17;7;968;962;971;498;940;965;960;965;32.0;3.0;32.0;
7;8;480;['AggressiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher'];12;40;963;964;961;8;935;960;955;960;36.0;4.0;36.0;
8;9;432;['PassiveLauncher'];1;Sample2;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Manu', 'Sample1', 'Sample2'];59;8;953;522;951;3;930;950;945;1009;6.0;6.0;6.0;
9;10;389;['PassiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];15;28;948;123;941;-2;935;945;940;1004;14.0;8.0;14.0;
10;11;123;['PassiveLauncher'];1;PassiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];59;6;938;49;931;-2;925;935;935;994;4.0;4.0;4.0;
11;12;49;['PassiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];38;6;933;-10;921;-2;953;930;930;989;13.0;9.0;13.0;
12;13;6;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];11;12;922;-10;922;-2;943;925;925;984;15.0;2.0;15.0;
13;14;12;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1'];46;5;946;-10;912;-2;933;920;915;979;24.0;9.0;24.0;
14;15;5;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie', 'Manu'];14;34;936;-10;902;-2;937;910;910;974;7.0;7.0;7.0;
15;16;34;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample2'];68;8;892;-10;960;-2;927;905;905;964;13.0;6.0;13.0;
16;17;8;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];27;3;901;-10;950;-2;922;900;900;959;17.0;4.0;17.0;
17;18;3;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];39;4;927;-10;940;-2;912;895;895;954;23.0;6.0;23.0;
18;19;4;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];10;31;918;-10;930;-2;912;890;890;949;26.0;3.0;26.0;
19;20;31;['SpongeBob'];1;Mission failure;['AlwaysLauncher', 'Evie', 'Manu'];47;5;882;-10;920;-2;902;880;885;944;5.0;5.0;5.0;
20;21;5;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];17;10;867;-10;910;-2;909;875;880;939;8.0;3.0;8.0;
21;22;10;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Sample2'];21;4;852;-10;900;-2;899;870;875;950;15.0;7.0;15.0;
22;23;4;['SpongeBob', 'Sample2'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;14;838;-10;906;-2;889;865;870;941;18.0;3.0;18.0;
23;24;14;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1'];24;11;819;-10;896;-2;879;860;884;936;23.0;5.0;23.0;
24;25;11;['SpongeBob'];1;Sample2;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];29;1;798;-10;886;-2;869;850;879;955;0.0;0.0;0.0;
25;26;7;['Sample1'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];7;8;793;-10;883;-2;859;845;867;950;0.0;0.0;0.0;
26;27;8;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1'];20;20;775;-10;873;-2;869;840;857;945;1.0;1.0;1.0;
27;28;20;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Sample2'];49;2;750;-10;863;-2;859;835;852;984;8.0;7.0;8.0;
28;29;7;['Sample1'];1;Evie;['AlwaysLauncher', 'Evie'];8;1;745;-10;853;-2;857;830;840;979;14.0;6.0;14.0;
29;30;2;['Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];23;5;758;-10;843;-2;845;825;835;974;23.0;9.0;23.0;
30;31;5;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];12;2;748;-10;833;-2;847;820;830;969;27.0;4.0;27.0;
31;32;2;['SpongeBob', 'Evie'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];15;8;736;-10;823;-2;850;815;825;964;36.0;9.0;36.0;
32;33;8;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu'];20;13;723;-10;813;-2;840;825;820;959;3.0;3.0;3.0;
33;34;13;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Sample1'];22;7;722;-10;803;-2;835;820;810;954;9.0;6.0;9.0;
34;35;7;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];13;2;710;-10;806;-2;825;815;805;949;14.0;5.0;14.0;
35;36;7;['Sample1'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];12;6;700;-10;796;-2;827;810;793;944;17.0;3.0;17.0;
36;37;6;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];39;14;689;-10;786;-2;856;805;788;939;22.0;5.0;22.0;
37;38;14;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];24;0;670;-10;800;-2;846;800;783;934;26.0;4.0;26.0;
38;39;2;['Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];245;7;905;-10;790;-2;834;795;778;929;36.0;10.0;36.0;
39;40;7;['SpongeBob'];1;Mission failure;['AlwaysLauncher', 'Evie'];16;4;893;-10;780;-2;824;790;773;924;41.0;5.0;41.0;
40;41;4;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];19;4;898;-10;770;-2;814;785;768;919;45.0;4.0;45.0;
41;42;4;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];12;20;889;-10;760;-2;816;780;763;914;52.0;7.0;52.0;
42;43;20;['SpongeBob'];1;Sample2;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];52;23;859;-10;750;-2;806;770;753;956;3.0;3.0;3.0;
43;44;23;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];64;0;831;-10;804;-2;796;765;748;951;12.0;9.0;12.0;
44;45;2;['Evie'];1;Mission failure;['AlwaysLauncher', 'Evie'];33;4;826;-10;794;-2;784;760;743;946;13.0;1.0;13.0;
45;46;4;['SpongeBob'];1;Mission failure;['SpongeBob', 'AlwaysLauncher', 'Evie'];13;2;812;-10;784;-2;774;755;738;941;13.0;0.0;13.0;
