;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;11;995;995;995;995;995;995;995;995;6.0;6.0;6.0;
1;2;11;['SpongeBob'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];24;7;979;985;1009;985;985;990;990;990;16.0;10.0;16.0;
2;3;22;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher'];26;1;995;975;999;953;980;985;985;985;24.0;8.0;24.0;
3;4;44;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher'];21;7;990;965;989;920;975;980;980;980;27.0;3.0;27.0;
4;5;88;['AggressiveLauncher'];1;Mission failure;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];16;68;985;955;979;822;965;975;975;975;37.0;10.0;;
5;6;176;['AggressiveLauncher'];1;AggressiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];85;9;975;945;969;721;955;965;965;965;6.0;6.0;6.0;
6;7;352;['AggressiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];19;10;970;935;978;359;945;960;960;960;15.0;9.0;15.0;
7;8;359;['AggressiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];32;46;965;925;968;-10;967;955;955;955;23.0;8.0;;
8;9;323;['PassiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu'];58;27;1013;592;958;-10;957;945;950;950;10.0;10.0;10.0;
9;10;291;['PassiveLauncher'];1;Sample2;['PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Sample2'];40;39;1008;291;948;-10;947;940;945;980;13.0;3.0;13.0;
10;11;262;['PassiveLauncher'];1;Sample1;['PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];49;25;1003;19;938;-10;937;930;984;975;9.0;9.0;9.0;
11;12;25;['SpongeBob'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Sample2'];38;103;1006;9;928;-10;927;925;979;965;19.0;10.0;;
12;13;103;['SpongeBob'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];119;4;898;-1;918;-10;1036;915;969;955;6.0;6.0;6.0;
13;14;28;['Sample1'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];18;14;888;-1;908;-10;1044;910;936;950;16.0;10.0;16.0;
14;15;16;['Sample2'];1;Sample2;['AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];114;4;883;-1;898;-10;1034;900;931;1038;8.0;8.0;8.0;
15;16;15;['Sample2'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];21;7;894;-1;888;-10;1024;895;926;1018;9.0;1.0;9.0;
16;17;7;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];25;13;882;-1;878;-10;1039;890;921;1013;13.0;4.0;13.0;
17;18;13;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];21;12;859;-1;889;-10;1029;885;916;1008;20.0;7.0;20.0;
18;19;12;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Sample2'];21;3;842;-1;879;-10;1019;880;911;1019;27.0;7.0;27.0;
19;20;4;['Sample2'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];12;3;844;-1;869;-10;1009;875;906;1010;31.0;4.0;31.0;
20;21;3;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];17;6;836;-1;859;-10;1016;870;901;1005;32.0;1.0;32.0;
21;22;6;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];20;2;840;-1;849;-10;1011;865;896;1000;39.0;7.0;39.0;
22;23;2;['SpongeBob', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];11;3;833;-1;839;-10;1010;860;891;995;40.0;1.0;40.0;
23;24;3;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];12;3;832;-1;829;-10;1000;855;886;990;43.0;3.0;43.0;
