;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;0;995;995;995;995;995;995;995;995;8.0;8.0;8.0;
1;2;2;['Evie'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];17;5;990;985;1002;985;983;990;990;990;12.0;4.0;12.0;
2;3;5;['SpongeBob'];1;Evie;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];15;4;975;975;992;980;988;985;985;985;20.0;8.0;20.0;
3;4;10;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];27;1;970;965;982;987;978;980;980;980;29.0;9.0;29.0;
4;5;20;['AggressiveLauncher'];1;AggressiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];30;12;960;955;972;987;968;975;975;975;37.0;8.0;37.0;
5;6;40;['AggressiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu'];37;1;955;982;962;937;958;965;970;970;5.0;5.0;5.0;
6;7;80;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];8;14;950;972;952;855;948;960;965;965;8.0;3.0;8.0;
7;8;160;['AggressiveLauncher'];1;Sample2;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Sample1', 'Sample2'];32;13;945;962;942;685;938;955;955;987;13.0;5.0;13.0;
8;9;320;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];21;1;956;952;932;355;928;950;950;982;20.0;7.0;20.0;
9;10;355;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];7;18;951;942;922;-3;918;945;945;977;26.0;6.0;26.0;
10;11;320;['PassiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Manu'];55;2;996;612;912;-3;913;935;940;972;7.0;7.0;7.0;
11;12;288;['PassiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];130;4;991;314;902;-3;1033;930;935;967;17.0;10.0;17.0;
12;13;259;['PassiveLauncher'];1;AlwaysLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];119;0;981;45;1011;-3;1023;925;930;962;27.0;10.0;;
13;13;45;['PassiveLauncher'];2;AlwaysLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];119;0;981;0;1011;-3;1023;925;930;962;;;27.0;
14;13;2;['Evie'];3;AlwaysLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];119;0;981;0;1011;-3;1021;925;930;962;;;27.0;
15;14;2;['Evie'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];18;2;976;-10;1001;-3;1027;920;925;957;36.0;9.0;36.0;
16;15;2;['SpongeBob', 'Evie'];1;Mission failure;['SpongeBob', 'AlwaysLauncher', 'Evie'];26;11;964;-10;991;-3;1015;915;920;952;38.0;2.0;38.0;
17;16;11;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];25;6;948;-10;981;-3;1005;905;935;947;6.0;6.0;6.0;
