;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;10;995;995;995;995;995;995;995;995;0.0;0.0;0.0;
1;2;10;['SpongeBob'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];53;6;980;1038;985;985;985;990;990;990;3.0;3.0;3.0;
2;3;20;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];43;1;1013;1028;975;955;975;985;985;985;3.0;0.0;3.0;
3;4;40;['AggressiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];6;3;1008;1018;965;910;971;980;980;980;12.0;9.0;12.0;
4;5;80;['AggressiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];12;20;1003;1008;955;820;973;975;975;975;19.0;7.0;19.0;
5;6;160;['AggressiveLauncher'];1;PassiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Sample2'];40;2;993;1038;945;650;963;970;970;965;26.0;7.0;26.0;
6;7;320;['AggressiveLauncher'];1;Mission failure;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];9;3;988;1028;935;320;953;965;965;960;34.0;8.0;34.0;
7;8;320;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];9;25;983;1018;925;-1;943;960;960;955;43.0;9.0;43.0;
8;9;288;['PassiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu'];44;19;978;720;915;-1;977;950;955;950;3.0;3.0;3.0;
9;10;259;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];29;6;973;480;905;-1;967;945;950;945;13.0;10.0;13.0;
10;11;233;['PassiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];17;4;968;237;912;-1;957;940;945;940;16.0;3.0;16.0;
11;12;210;['PassiveLauncher'];1;AlwaysLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher'];16;14;958;17;918;-1;952;935;940;935;21.0;5.0;21.0;
12;13;17;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];39;26;953;29;908;-1;942;930;935;930;30.0;9.0;30.0;
13;14;26;['SpongeBob'];1;Sample1;['PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];39;5;922;19;898;-1;932;920;964;925;0.0;0.0;0.0;
14;15;19;['PassiveLauncher'];1;AlwaysLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Sample2'];16;10;912;-10;904;-1;922;915;959;915;5.0;5.0;5.0;
15;16;10;['SpongeBob'];1;Mission failure;['AlwaysLauncher', 'Evie'];35;6;897;-10;894;-1;912;910;954;910;6.0;1.0;6.0;
16;17;6;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];13;37;894;-10;884;-1;902;905;949;905;8.0;2.0;8.0;
17;18;37;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];58;71;852;-10;874;-1;892;900;997;895;18.0;10.0;;
18;19;71;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu'];81;21;771;-10;945;-1;882;890;992;890;8.0;8.0;8.0;
19;20;21;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];35;28;745;-10;935;-1;907;885;987;885;9.0;1.0;9.0;
20;21;28;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample2'];46;1;707;-10;925;-1;943;880;982;875;10.0;1.0;10.0;
21;22;16;['Sample2'];1;Evie;['AlwaysLauncher', 'Evie'];48;31;702;-10;915;-1;981;875;977;854;17.0;7.0;17.0;
22;23;31;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];56;18;666;-10;905;-1;971;865;1023;844;3.0;3.0;3.0;
23;24;18;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];26;8;664;-10;895;-1;961;860;1018;839;9.0;6.0;9.0;
24;25;10;['Sample1'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1'];14;3;659;-10;885;-1;951;855;1012;834;18.0;9.0;18.0;
25;26;9;['Sample1'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];14;2;654;-10;889;-1;941;850;998;829;25.0;7.0;25.0;
