;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;3;995;995;995;995;995;995;995;995;10.0;10.0;10.0;
1;2;5;['Sample1'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];7;1;990;985;985;992;985;990;985;990;11.0;1.0;11.0;
2;3;10;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];12;8;985;975;975;984;975;985;980;985;20.0;9.0;20.0;
3;4;20;['AggressiveLauncher'];1;PassiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];52;4;975;1017;965;954;965;980;975;980;27.0;7.0;27.0;
4;5;40;['AggressiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];27;5;970;1007;982;904;955;975;970;975;36.0;9.0;36.0;
5;6;80;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];17;13;977;997;972;814;945;970;965;970;40.0;4.0;40.0;
6;7;160;['AggressiveLauncher'];1;Mission failure;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu', 'Sample2'];30;2;972;987;962;644;935;960;960;960;1.0;1.0;1.0;
7;8;320;['AggressiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];51;4;967;977;952;314;976;955;955;955;8.0;7.0;8.0;
8;9;314;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];14;5;962;967;942;4;966;950;950;950;14.0;6.0;14.0;
9;10;283;['PassiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];14;4;957;674;932;8;956;945;945;945;18.0;4.0;18.0;
10;11;255;['PassiveLauncher'];1;AggressiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher'];39;8;947;409;922;37;951;940;940;940;28.0;10.0;28.0;
11;12;230;['PassiveLauncher'];1;Sample1;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Sample1'];21;7;942;169;912;27;941;935;951;935;35.0;7.0;35.0;
12;13;169;['PassiveLauncher'];1;Sample2;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu', 'Sample2'];23;0;937;-10;902;17;931;925;946;948;8.0;8.0;8.0;
13;14;17;['AggressiveLauncher'];1;Evie;['AlwaysLauncher', 'AggressiveLauncher', 'Evie'];7;21;932;-10;892;-10;928;920;941;943;9.0;1.0;9.0;
14;15;21;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];28;6;929;-10;882;-10;918;915;936;938;16.0;7.0;16.0;
15;16;6;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];89;21;918;-10;872;-10;997;910;931;933;16.0;0.0;16.0;
16;17;21;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];28;3;915;-10;862;-10;987;905;926;928;18.0;2.0;18.0;
17;18;3;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];7;9;907;-10;852;-10;984;900;921;923;19.0;1.0;19.0;
18;19;9;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];15;13;893;-10;857;-10;974;895;916;918;22.0;3.0;22.0;
19;20;13;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];33;2;870;-10;847;-10;997;890;911;913;32.0;10.0;32.0;
20;21;2;['SpongeBob', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];15;6;863;-10;852;-10;985;885;906;908;38.0;6.0;38.0;
21;22;6;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher'];43;18;852;-10;885;-10;980;880;901;903;47.0;9.0;47.0;
22;23;18;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];35;5;829;-10;875;-10;970;870;926;898;3.0;3.0;3.0;
23;24;5;['SpongeBob'];1;Sample2;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample2'];20;3;814;-10;865;-10;960;865;921;908;12.0;9.0;12.0;
24;25;7;['Sample1'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];10;33;809;-10;865;-10;950;860;909;903;19.0;7.0;19.0;
25;26;33;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];51;11;771;-10;855;-10;940;850;950;898;2.0;2.0;2.0;
26;27;11;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];21;11;771;-10;845;-10;930;845;945;893;9.0;7.0;9.0;
27;28;12;['Sample1'];1;Evie;['AlwaysLauncher', 'Evie'];23;11;766;-10;835;-10;943;840;928;888;12.0;3.0;12.0;
28;29;11;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];19;17;750;-10;844;-10;933;835;923;883;20.0;8.0;20.0;
29;30;17;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];23;7;746;-10;834;-10;923;830;918;878;26.0;6.0;26.0;
30;31;7;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];30;42;734;-10;854;-10;913;825;913;873;31.0;5.0;31.0;
31;32;42;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];86;17;682;-10;930;-10;903;815;903;868;7.0;7.0;7.0;
32;33;17;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie', 'Sample2'];27;3;660;-10;920;-10;920;810;898;858;10.0;3.0;10.0;
33;34;7;['Sample1'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];21;15;650;-10;910;-10;931;805;886;853;11.0;1.0;11.0;
