;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;2;995;995;995;995;995;995;995;995;3.0;3.0;3.0;
1;2;5;['Sample1'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];9;8;990;985;985;994;985;990;985;990;13.0;10.0;13.0;
2;3;10;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];19;6;999;975;975;974;975;985;980;985;17.0;4.0;17.0;
3;4;20;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];17;11;994;965;965;961;965;980;975;980;25.0;8.0;25.0;
4;5;40;['AggressiveLauncher'];1;Manu;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu'];23;4;989;955;955;911;955;993;970;975;4.0;4.0;4.0;
5;6;80;['AggressiveLauncher'];1;PassiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];32;9;979;977;945;821;945;988;965;970;11.0;7.0;11.0;
6;7;160;['AggressiveLauncher'];1;Sample1;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Sample1', 'Sample2'];30;12;974;967;935;651;935;983;985;960;21.0;10.0;21.0;
7;8;320;['AggressiveLauncher'];1;Manu;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu'];31;6;964;957;925;321;925;1004;980;955;9.0;9.0;9.0;
8;9;321;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];16;2;959;947;915;6;915;999;975;950;15.0;6.0;15.0;
9;10;289;['PassiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];18;3;954;648;905;14;905;994;970;945;25.0;10.0;25.0;
10;11;260;['PassiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];15;6;949;378;895;4;910;989;965;940;26.0;1.0;26.0;
11;12;234;['PassiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];21;10;944;134;906;-1;900;984;960;935;33.0;7.0;33.0;
12;13;134;['PassiveLauncher'];1;PassiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];22;13;934;12;896;-1;890;979;955;930;43.0;10.0;43.0;
13;14;13;['SpongeBob'];1;Sample2;['PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];29;2;916;2;886;-1;880;969;950;949;1.0;1.0;1.0;
14;15;4;['Sample2'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];37;16;943;-8;876;-1;870;964;945;940;3.0;2.0;3.0;
15;16;16;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1'];53;1;970;-8;866;-1;860;959;935;935;7.0;4.0;7.0;
16;17;4;['Sample1'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];19;15;965;-8;875;-1;850;954;926;930;17.0;10.0;17.0;
17;18;15;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample2'];105;2;1045;-8;865;-1;840;949;921;920;27.0;10.0;27.0;
18;19;4;['Sample2'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];37;2;1040;-8;892;-1;830;944;916;911;36.0;9.0;36.0;
19;20;2;['SpongeBob', 'Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];31;5;1059;-8;882;-1;818;939;911;906;44.0;8.0;44.0;
20;21;5;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu'];17;2;1049;-8;872;-1;808;946;906;901;7.0;7.0;7.0;
