;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;2;995;995;995;995;995;995;995;995;4.0;4.0;4.0;
1;2;5;['Sample1'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];15;42;990;985;985;1000;985;990;985;990;4.0;0.0;4.0;
2;3;42;['SpongeBob'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Sample1', 'Sample2'];63;2;1001;975;975;990;975;985;975;980;7.0;3.0;7.0;
3;4;84;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];10;0;996;965;965;906;965;980;970;975;16.0;9.0;16.0;
4;5;168;['AggressiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];11;8;991;955;966;728;955;975;965;970;21.0;5.0;21.0;
5;6;336;['AggressiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];17;4;986;962;956;382;945;970;960;965;26.0;5.0;26.0;
6;7;382;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];15;2;991;952;946;-10;935;965;955;960;34.0;8.0;34.0;
7;8;344;['PassiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];23;7;986;598;959;-10;925;960;950;955;44.0;10.0;44.0;
8;9;310;['PassiveLauncher'];1;Manu;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie', 'Manu'];20;4;976;278;949;-10;915;970;945;950;1.0;1.0;1.0;
9;10;278;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];25;8;971;15;939;-10;905;965;940;945;6.0;5.0;6.0;
10;11;15;['PassiveLauncher'];1;Mission failure;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];17;7;966;-10;929;-10;895;960;935;940;16.0;10.0;16.0;
11;12;7;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];26;40;975;-10;919;-10;885;955;930;935;17.0;1.0;17.0;
12;13;40;['SpongeBob'];1;Sample2;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];87;2;925;-10;909;-10;875;950;920;1012;27.0;10.0;27.0;
13;14;4;['Sample1', 'Sample2'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];14;3;920;-10;913;-10;865;945;911;1003;34.0;7.0;34.0;
14;15;3;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher'];12;8;907;-10;915;-10;860;940;906;998;39.0;5.0;39.0;
15;16;8;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie', 'Manu'];29;2;894;-10;905;-10;879;930;901;993;9.0;9.0;9.0;
16;17;2;['SpongeBob', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];7;1;887;-10;895;-10;874;925;896;988;16.0;7.0;16.0;
17;18;2;['Evie'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];11;1;877;-10;885;-10;873;920;891;983;24.0;8.0;24.0;
18;19;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];9;1;872;-10;875;-10;870;915;886;978;30.0;6.0;30.0;
19;20;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];11;39;867;-10;865;-10;869;910;881;973;40.0;10.0;;
20;21;39;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Sample1', 'Sample2'];63;15;818;-10;855;-10;864;963;871;963;0.0;0.0;0.0;
21;22;15;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];19;12;798;-10;845;-10;873;958;866;958;9.0;9.0;9.0;
22;23;12;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];30;15;806;-10;835;-10;863;953;861;953;15.0;6.0;15.0;
23;24;15;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];24;1;786;-10;825;-10;877;943;851;948;4.0;4.0;;
24;24;16;['Sample1'];2;Evie;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];24;1;786;-10;825;-10;877;943;835;948;;;4.0;
25;24;15;['Sample1'];3;Evie;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];24;1;786;-10;825;-10;877;943;820;948;;;4.0;
26;24;2;['Evie'];4;Evie;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];24;1;786;-10;825;-10;875;943;820;948;;;4.0;
27;25;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];6;1;781;-10;815;-10;869;938;815;943;4.0;0.0;4.0;
28;26;2;['Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];13;19;784;-10;805;-10;857;933;810;938;8.0;4.0;8.0;
29;27;19;['SpongeBob'];1;Sample2;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];32;22;755;-10;795;-10;847;928;800;960;16.0;8.0;16.0;
30;28;22;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu'];36;1;759;-10;785;-10;837;918;795;955;0.0;0.0;0.0;
31;29;7;['Sample1'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];20;12;754;-10;795;-10;827;913;783;950;1.0;1.0;1.0;
32;30;12;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample2'];22;5;732;-10;785;-10;839;908;778;940;9.0;8.0;9.0;
33;31;5;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];9;1;722;-10;784;-10;829;903;773;935;17.0;8.0;17.0;
34;32;2;['Evie'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];9;0;712;-10;774;-10;826;898;768;930;24.0;7.0;24.0;
35;33;2;['Evie'];1;AlwaysLauncher;['AlwaysLauncher'];9;0;707;-10;773;-10;819;893;763;925;24.0;0.0;24.0;
36;34;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];7;2;702;-10;763;-10;814;888;758;920;26.0;2.0;26.0;
37;35;2;['SpongeBob', 'Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];80;3;770;-10;753;-10;802;883;753;915;30.0;4.0;30.0;
38;36;3;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];42;10;799;-10;743;-10;792;878;748;910;36.0;6.0;36.0;
39;37;10;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1'];52;4;784;-10;733;-10;782;873;790;905;37.0;1.0;37.0;
40;38;4;['SpongeBob', 'Sample1'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];12;8;775;-10;735;-10;772;868;781;900;42.0;5.0;42.0;
41;39;8;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];18;5;775;-10;725;-10;762;863;776;895;48.0;6.0;48.0;
42;40;5;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];31;4;765;-10;715;-10;783;858;771;890;52.0;4.0;52.0;
43;41;4;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];36;0;756;-10;741;-10;773;853;766;885;54.0;2.0;54.0;
44;42;2;['Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];11;2;757;-10;731;-10;761;848;761;880;55.0;1.0;55.0;
45;43;2;['SpongeBob', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];16;1;750;-10;721;-10;765;843;756;875;57.0;2.0;57.0;
46;44;2;['Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];12;4;752;-10;711;-10;753;838;751;870;61.0;4.0;61.0;
47;45;4;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher'];22;10;743;-10;723;-10;748;833;746;865;61.0;0.0;61.0;
48;46;10;['SpongeBob'];1;Sample2;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample2'];25;3;723;-10;713;-10;738;828;741;880;63.0;2.0;63.0;
49;47;4;['Sample2'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];12;5;718;-10;715;-10;728;823;736;871;68.0;5.0;68.0;
50;48;5;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];12;6;708;-10;717;-10;718;818;731;866;68.0;0.0;68.0;
51;49;6;['SpongeBob'];1;Mission failure;['SpongeBob', 'AlwaysLauncher', 'Evie'];17;9;692;-10;707;-10;708;813;726;861;72.0;4.0;72.0;
52;50;9;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu'];82;4;678;-10;697;-10;698;885;721;856;0.0;0.0;0.0;
53;51;4;['SpongeBob'];1;Sample1;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1'];21;3;664;-10;687;-10;688;880;732;851;9.0;9.0;9.0;
54;52;4;['Sample1'];1;Sample2;['AlwaysLauncher', 'Evie', 'Sample2'];13;2;659;-10;677;-10;678;875;723;854;16.0;7.0;16.0;
55;53;4;['Sample2'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];9;15;654;-10;676;-10;668;870;718;845;18.0;2.0;18.0;
56;54;15;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];23;2;634;-10;666;-10;681;865;713;840;22.0;4.0;22.0;
57;55;2;['SpongeBob', 'Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];14;6;636;-10;656;-10;669;860;708;835;24.0;2.0;24.0;
58;56;6;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];17;7;625;-10;663;-10;659;855;703;830;31.0;7.0;31.0;
59;57;7;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];15;7;623;-10;653;-10;649;850;698;825;38.0;7.0;38.0;
60;58;7;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];13;27;611;-10;656;-10;639;845;693;820;47.0;9.0;47.0;
61;59;27;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];52;44;579;-10;646;-10;629;835;683;862;7.0;7.0;7.0;
62;60;44;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1'];62;37;587;-10;636;-10;619;830;673;857;15.0;8.0;;
63;61;37;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];55;6;545;-10;626;-10;609;820;718;852;0.0;0.0;0.0;
64;62;10;['Sample1'];1;Evie;['AlwaysLauncher', 'Evie'];24;2;540;-10;616;-10;623;815;703;847;10.0;10.0;10.0;
65;63;2;['SpongeBob', 'Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];19;4;547;-10;606;-10;611;810;698;842;19.0;9.0;19.0;
66;64;4;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];20;1;538;-10;616;-10;601;805;693;837;22.0;3.0;22.0;
67;65;2;['Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];9;5;537;-10;606;-10;589;800;688;832;29.0;7.0;29.0;
68;66;5;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;14;522;-10;596;-10;595;795;683;827;35.0;6.0;35.0;
69;67;14;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];29;5;503;-10;586;-10;585;785;678;846;10.0;10.0;10.0;
70;68;5;['SpongeBob'];1;Mission failure;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;6;488;-10;576;-10;575;780;673;841;18.0;8.0;18.0;
71;69;6;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];17;20;477;-10;566;-10;582;775;668;836;20.0;2.0;20.0;
72;70;20;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1'];74;10;452;-10;556;-10;572;770;732;831;29.0;9.0;29.0;
73;71;10;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];31;36;432;-10;546;-10;562;791;727;821;7.0;7.0;7.0;
74;72;36;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1'];55;7;391;-10;536;-10;552;781;772;816;6.0;6.0;6.0;
75;73;10;['Sample1'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];14;7;381;-10;526;-10;556;776;757;811;13.0;7.0;13.0;
76;74;7;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];23;12;369;-10;539;-10;546;771;752;806;15.0;2.0;15.0;
77;75;12;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];23;1;370;-10;529;-10;536;766;747;801;23.0;8.0;23.0;
78;76;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];10;21;365;-10;519;-10;534;761;742;796;32.0;9.0;32.0;
79;77;21;['SpongeBob'];1;Sample1;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];41;2;334;-10;509;-10;524;751;773;786;2.0;2.0;2.0;
80;78;4;['Sample1', 'Sample2'];1;AlwaysLauncher;['AlwaysLauncher'];6;9;329;-10;505;-10;519;746;764;777;3.0;1.0;;
81;78;9;['SpongeBob'];2;AlwaysLauncher;['AlwaysLauncher'];6;9;320;-10;505;-10;519;746;764;777;;;3.0;
82;79;9;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];17;52;318;-10;495;-10;514;741;759;772;10.0;7.0;10.0;
83;80;52;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];64;4;261;-10;485;-10;504;736;749;826;17.0;7.0;17.0;
84;81;7;['Sample1', 'Sample2'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];29;4;280;-10;475;-10;494;731;737;814;20.0;3.0;20.0;
85;82;4;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];14;5;271;-10;465;-10;498;726;732;809;24.0;4.0;24.0;
86;83;5;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];17;5;273;-10;455;-10;488;721;727;804;29.0;5.0;29.0;
87;84;5;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];12;3;263;-10;457;-10;478;716;722;799;34.0;5.0;34.0;
88;85;3;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];36;8;286;-10;447;-10;468;711;717;794;42.0;8.0;42.0;
89;86;8;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];25;17;273;-10;437;-10;458;726;712;784;8.0;8.0;8.0;
