;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;6;995;995;995;995;995;995;995;995;10.0;10.0;10.0;
1;2;6;['SpongeBob'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];27;11;984;985;985;1012;985;990;990;990;10.0;0.0;10.0;
2;3;12;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];35;8;1009;975;975;990;975;985;985;985;13.0;3.0;13.0;
3;4;24;['AggressiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];15;5;1004;965;980;956;965;980;980;980;13.0;0.0;13.0;
4;5;48;['AggressiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];18;49;999;973;970;898;955;975;975;975;20.0;7.0;20.0;
5;6;96;['AggressiveLauncher'];1;Manu;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];63;4;994;963;960;792;945;1028;965;965;3.0;3.0;3.0;
6;7;192;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];17;6;1001;953;950;590;935;1023;960;960;12.0;9.0;12.0;
7;8;384;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher'];15;10;996;943;940;211;930;1018;955;955;22.0;10.0;22.0;
8;9;346;['PassiveLauncher'];1;AlwaysLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];22;21;991;587;952;201;920;1013;950;950;24.0;2.0;24.0;
9;10;311;['PassiveLauncher'];1;AlwaysLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Manu', 'Sample1', 'Sample2'];37;4;981;266;979;191;915;1003;940;940;1.0;1.0;1.0;
10;11;266;['PassiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];16;12;976;-10;969;181;921;998;935;935;7.0;6.0;7.0;
11;12;181;['AggressiveLauncher'];1;Evie;['AlwaysLauncher', 'AggressiveLauncher', 'Evie'];22;23;971;-10;959;-10;933;993;930;930;12.0;5.0;12.0;
12;13;25;['Sample1'];1;Mission failure;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1'];37;4;961;-10;949;-10;923;988;895;925;15.0;3.0;15.0;
13;14;24;['Sample1'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];10;2;956;-10;949;-10;913;983;866;920;24.0;9.0;24.0;
14;15;2;['SpongeBob', 'Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];24;28;968;-10;939;-10;901;978;861;915;32.0;8.0;;
15;16;28;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Manu', 'Sample2'];46;3;935;-10;929;-10;891;968;856;951;2.0;2.0;2.0;
16;17;4;['Sample2'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];15;27;940;-10;919;-10;881;963;851;942;12.0;10.0;12.0;
17;18;27;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Sample1', 'Sample2'];40;4;908;-10;909;-10;876;958;841;972;16.0;4.0;16.0;
18;19;6;['Sample2'];1;AlwaysLauncher;['AlwaysLauncher'];12;3;903;-10;911;-10;871;953;836;961;17.0;1.0;17.0;
19;20;7;['Sample1'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];34;2;893;-10;935;-10;861;948;824;956;18.0;1.0;18.0;
20;21;2;['SpongeBob', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];10;11;886;-10;925;-10;859;943;819;951;26.0;8.0;26.0;
21;22;11;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];26;3;891;-10;915;-10;849;938;809;941;30.0;4.0;30.0;
22;23;4;['Sample1', 'Sample2'];1;Evie;['AlwaysLauncher', 'Evie', 'Manu'];18;2;886;-10;905;-10;857;928;800;932;0.0;0.0;0.0;
23;24;2;['SpongeBob', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher'];24;4;879;-10;919;-10;850;923;795;927;0.0;0.0;0.0;
24;25;4;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];14;8;865;-10;923;-10;840;918;790;922;10.0;10.0;10.0;
25;26;8;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];22;13;852;-10;913;-10;830;913;780;934;10.0;0.0;10.0;
26;27;13;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];18;30;834;-10;903;-10;838;908;775;929;13.0;3.0;13.0;
27;28;30;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];56;4;794;-10;949;-10;828;903;770;924;22.0;9.0;22.0;
28;29;4;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];12;19;785;-10;939;-10;830;898;765;919;31.0;9.0;31.0;
29;30;19;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu'];32;11;756;-10;929;-10;820;920;760;914;0.0;0.0;0.0;
30;31;11;['SpongeBob'];1;Sample1;['AlwaysLauncher', 'Evie', 'Sample1'];21;4;740;-10;919;-10;810;915;771;909;10.0;10.0;10.0;
31;32;4;['SpongeBob', 'Sample1'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];14;6;740;-10;909;-10;800;910;762;904;11.0;1.0;11.0;
32;33;6;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Sample2'];18;1;729;-10;899;-10;790;905;757;912;18.0;7.0;18.0;
33;34;4;['Sample2'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];16;3;735;-10;889;-10;785;900;752;903;18.0;0.0;18.0;
34;35;3;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];13;3;727;-10;892;-10;775;895;747;898;23.0;5.0;23.0;
35;36;3;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];23;8;737;-10;882;-10;765;890;742;893;33.0;10.0;33.0;
36;37;8;['SpongeBob'];1;Mission failure;['AlwaysLauncher', 'Evie'];27;25;724;-10;872;-10;755;885;737;888;34.0;1.0;34.0;
37;38;25;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];44;5;689;-10;862;-10;745;919;727;878;2.0;2.0;2.0;
38;39;5;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];14;34;679;-10;866;-10;735;914;722;873;7.0;5.0;7.0;
39;40;34;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];55;3;690;-10;856;-10;725;909;717;868;10.0;3.0;10.0;
40;41;3;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];41;11;682;-10;887;-10;715;904;712;863;10.0;0.0;10.0;
41;42;11;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Sample1'];29;1;690;-10;877;-10;705;899;702;858;11.0;1.0;11.0;
42;43;4;['Sample1'];1;Evie;['AlwaysLauncher', 'Evie'];7;5;685;-10;867;-10;702;894;693;853;21.0;10.0;21.0;
