;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Evie;Manu;Sample1;Sample2;tech;tech_gain_passive;tech_at_join;tech_gain_bid
0;1;0;[];1;;;;1;995;995;995;995;995;995;995;995;3.0;3.0;3.0;
1;2;5;['Sample1'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];12;72;990;997;985;985;985;990;985;990;3.0;0.0;3.0;
2;3;72;['SpongeBob'];1;Sample2;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie', 'Sample1', 'Sample2'];83;4;913;987;975;975;975;985;975;1063;12.0;9.0;12.0;
3;4;144;['AggressiveLauncher'];1;AggressiveLauncher;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];16;3;903;977;965;837;965;980;970;1058;17.0;5.0;17.0;
4;5;288;['AggressiveLauncher'];1;AggressiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];14;2;898;967;955;553;955;975;965;1053;17.0;0.0;17.0;
5;6;553;['AggressiveLauncher'];1;Evie;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];14;9;888;957;945;-10;959;970;960;1048;19.0;2.0;19.0;
6;7;498;['PassiveLauncher'];1;PassiveLauncher;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];47;3;883;496;935;-10;949;965;955;1043;27.0;8.0;27.0;
7;8;448;['PassiveLauncher'];1;Evie;['SpongeBob', 'PassiveLauncher', 'AlwaysLauncher', 'Evie'];18;4;873;38;925;-10;957;960;950;1038;30.0;3.0;30.0;
8;9;38;['PassiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'Evie'];15;22;868;-10;915;-10;962;955;945;1033;31.0;1.0;31.0;
9;10;22;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie', 'Manu'];37;1;873;-10;905;-10;952;945;940;1028;7.0;7.0;7.0;
10;11;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];7;7;868;-10;895;-10;947;940;935;1023;7.0;0.0;7.0;
11;12;7;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];15;71;866;-10;885;-10;937;935;930;1018;9.0;2.0;9.0;
12;13;71;['SpongeBob'];1;Mission failure;['AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];97;5;790;-10;875;-10;927;930;920;1008;18.0;9.0;18.0;
13;14;7;['Sample1'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];99;17;780;-10;865;-10;1016;925;908;1003;27.0;9.0;;
14;15;17;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Evie', 'Manu'];24;6;758;-10;855;-10;1006;939;903;998;4.0;4.0;4.0;
15;16;6;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];25;72;767;-10;845;-10;996;934;898;993;10.0;6.0;10.0;
16;17;72;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Manu', 'Sample1', 'Sample2'];91;0;690;-10;835;-10;986;924;888;1074;0.0;0.0;0.0;
17;18;7;['Sample1', 'Sample2'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];14;44;694;-10;825;-10;976;919;876;1062;2.0;2.0;2.0;
18;19;44;['SpongeBob'];1;Sample2;['AlwaysLauncher', 'Evie', 'Sample1', 'Sample2'];59;5;645;-10;815;-10;966;914;866;1111;4.0;2.0;4.0;
19;20;11;['Sample1', 'Sample2'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];17;1;652;-10;805;-10;961;909;850;1095;9.0;5.0;9.0;
